Disease	MyCancerGenome Gene category	genes	Entrez gene name	Gene ID	Drug name	pubchem drug name	pubchem drug id	Other drug names	clinical trial ID	indication of drug-gene interaction	Interaction type
GIST	KIT	PDGFR-a	PDGFRA	5156	Pazopanib	pazopanib	10113978	N/A	NCT01543763	Purpose: Pazopanib is a potent, multi-targeted tyrosine kinase inhibitor of VEGFR-1, -2, -3, PDGFR-_ and -_ and c-kit. 	inhibitor
GIST	KIT	PDGFR-b	PDGFRB	5159	Pazopanib	pazopanib	10113978	N/A	NCT01543763	Purpose: Pazopanib is a potent, multi-targeted tyrosine kinase inhibitor of VEGFR-1, -2, -3, PDGFR-_ and -_ and c-kit. 	inhibitor
GIST	KIT	c-kit	KIT	3815	Pazopanib	pazopanib	10113978	N/A	NCT01529593	Purpose: Pazopanib is a potent, multi-targeted tyrosine kinase inhibitor of VEGFR-1, -2, -3, PDGFR-_ and -_ and c-kit. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	Alk	ALK	238	PF-02341066	Crizotinib	11626560	N/A	NCT00585195	Purpose: PF-02341066 is a new class of drugs called c-Met/Hepatocyte growth factor receptor tyrosine kinase inhibitors. This compound is also an inhibitor of the anaplastic lymphoma kinase (called ALK) tyrosine kinase and ROS receptor tyrosine kinases. %Inclusion criteria: Histologically confirmed advanced malignancies that are known to be sensitive to PF-03241066 inhibition, e.g. ALK, c-MET and ROS. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	c-Met	MET	4234	PF-02341066	Crizotinib	11626560	N/A	NCT00585195	Purpose: PF-02341066 is a new class of drugs called c-Met/Hepatocyte growth factor receptor tyrosine kinase inhibitors. This compound is also an inhibitor of the anaplastic lymphoma kinase (called ALK) tyrosine kinase and ROS receptor tyrosine kinases. %Inclusion criteria: Histologically confirmed advanced malignancies that are known to be sensitive to PF-03241066 inhibition, e.g. ALK, c-MET and ROS. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ROS	ROS1	6098	PF-02341066	Crizotinib	11626560	N/A	NCT00585195	Purpose: PF-02341066 is a new class of drugs called c-Met/Hepatocyte growth factor receptor tyrosine kinase inhibitors. This compound is also an inhibitor of the anaplastic lymphoma kinase (called ALK) tyrosine kinase and ROS receptor tyrosine kinases. %Inclusion criteria: Histologically confirmed advanced malignancies that are known to be sensitive to PF-03241066 inhibition, e.g. ALK, c-MET and ROS. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	Abraxane	TAXOL	36314	N/A	NCT00748553	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	Lapatinib	lapatinib ditosylate	9941095	lapatinib ditosylate	NCT00790816	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	LDK378	1032900-25-6	57379345	N/A	NCT01283516	Purpose: assess the safety and efficacy of LDK378 in patients with genetic abnormalities in anaplastic lymphoma kinase (ALK). %Official title:  LDK378, Administered Orally in Adult Patients With Tumors Characterized by Genetic Abnormalities in Anaplastic Lymphoma Kinase (ALK). %Keywords: LDK378	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	Heat Shock Protein 90	HSP90AA1	3320	DS-2248	N/A	N/A	N/A	NCT01288430	Official title:  DS-2248, an Orally Bioavailable Heat Shock Protein 90 Inhibitor. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	Heat Shock Protein 90	HSP90B1	7184	DS-2248	N/A	N/A	N/A	NCT01288430	Official title:  DS-2248, an Orally Bioavailable Heat Shock Protein 90 Inhibitor. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	BBI608	N/A	N/A	N/A	NCT01325441	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NCT01358331	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	Alk	ALK	238	AP26113	AP26113	57390074	N/A	NCT01449461	Official title: Oral ALK/EGFR Inhibitor AP26113. %Detailed description: The objectives of the expansion phase are to describe the preliminary anti-tumor activity (overall response rate) of AP26113 in patients with non-small cell lung cancer (NSCLC) with anaplastic lymphoma kinase (ALK) gene rearrangement or mutated epidermal growth factor receptor (EGFR), and in patients with any cancers with abnormalities in ALK or other targets against which AP26113 is active. %Inclusion criteria: No prior ALK inhibitor therapy. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	EGFR	EGFR	1956	AP26113	AP26113	57390074	N/A	NCT01449461	Official title: Oral ALK/EGFR Inhibitor AP26113. %Detailed description: The objectives of the expansion phase are to describe the preliminary anti-tumor activity (overall response rate) of AP26113 in patients with non-small cell lung cancer (NSCLC) with anaplastic lymphoma kinase (ALK) gene rearrangement or mutated epidermal growth factor receptor (EGFR), and in patients with any cancers with abnormalities in ALK or other targets against which AP26113 is active. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	Crizotinib 	crenolanib 	10366136	N/A	NCT01524926	Purpose: assess the antitumor activity of crizotinib in a variety of tumors with alterations in ALK and/or MET pathways. The targeted patient population will include patients with tumors harboring specific alterations leading to ALK and/or MET activation. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	Met	MET	4233	Crizotinib 	crenolanib 	10366136	N/A	NCT01524926	Purpose: assess the antitumor activity of crizotinib in a variety of tumors with alterations in ALK and/or MET pathways. The targeted patient population will include patients with tumors harboring specific alterations leading to ALK and/or MET activation. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	mTor	mTOR	2475	Metformin	Metformin	4091	N/A	NCT01529593	Purpose: Metformin was designed to treat patients with diabetes. It may be able to block the protein mTOR and slow the growth of tumors.	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	mTor	mTOR	2475	Temsirolimus	Temsirolimus	23724530	N/A	NCT01529593	Purpose: Temsirolimus is designed to block a protein called mTOR. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	Crizotinib	crenolanib 	10366136	N/A	NCT01548144	Purpose: Crizotinib is designed to block a protein called ALK. 	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	X-396	N/A	N/A	N/A	NCT01625234	Brief_title: Alk inhibitor. %Intervention: X-396, Oral ALK inhibitor	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	LDK378	1032900-25-6	57379345	N/A	NCT01634763	Purpose: LDK378 as a single agent when administered orally to Japanese patients with tumors characterized by genetic alterations in anaplastic lymphoma kinase (ALK). %Inclusion criteria: Only patients with tumors characterized by genetic alterations in ALK.	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	ALK	ALK	238	LDK378	1032900-25-6	57379345	N/A	NCT01742286	Official title: Study of LDK378 in Pediatric Patients With Malignancies That Have a Genetic Alteration in Anaplastic Lymphoma Kinase (ALK). %Purpose: LDK378 as a single agent, assess safety, tolerability and anti-tumor activity and characterize single and multiple-dose pharmacokinetics when administered orally to pediatric patients with ALK-activated tumors. %Detailed description: LDK378 is a novel inhibitor of ALK	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	Crizotinib	crenolanib 	10366136	N/A	NCT01744652	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	Dasatinib	Dasatinib	3062316	N/A	NCT01744652	N/A	inhibitor
Inflammatory Myofibroblastic Tumor	ALK	N/A	N/A	N/A	GS-5745	N/A	N/A	N/A	NCT01803282	N/A	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	Lapatinib	lapatinib ditosylate	9941095	lapatinib ditosylate	NCT00313599	N/A	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	nelfinavir mesylate	nelfinavir mesylate	64142	N/A	NCT00589056	N/A	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	everolimus	Everolimus	6442177	N/A	NCT00610948	N/A	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	Perifosine	Perifosine	148177	N/A	NCT00776867	Purpose: perifosine- a drug that inhibits the protein AKT	inhibitor
Lung cancer	Akt1	EGFR	EGFR	1956	erlotinib hydrochloride	erlotinib hydrochloride	176871	N/A	NCT00801385	Secondary objectives: To analyze biomarkers, including evaluation of EGFR expression, mutational analysis of EGFR and K-ras, and immunohistochemical analysis of EGFR downstream pathway.	inhibitor
Lung cancer	Akt1	Hsp90	HSP90AB1	3326	AUY922A	N/A	N/A	N/A	NCT01024283	Official title: Administration of the Heat Shock Protein 90 Inhibitor AUY922A	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	Hocena	N/A	N/A	Antroquinonol	NCT01134016	Detailed description: The pharmacological effects of antroquinonol were postulated to exert its antitumorigenesis effects through interactions to primary targets of epidermal growth factor receptor (EGFR)/Akt/mitogen-activated protein kinase (MAPK).	inhibitor
Lung cancer	Akt1	Akt	Akt2	208	Hocena	N/A	N/A	Antroquinonol	NCT01134016	Detailed description: The pharmacological effects of antroquinonol were postulated to exert its antitumorigenesis effects through interactions to primary targets of epidermal growth factor receptor (EGFR)/Akt/mitogen-activated protein kinase (MAPK).	inhibitor
Lung cancer	Akt1	Akt	Akt3	10000	Hocena	N/A	N/A	Antroquinonol	NCT01134016	Detailed description: The pharmacological effects of antroquinonol were postulated to exert its antitumorigenesis effects through interactions to primary targets of epidermal growth factor receptor (EGFR)/Akt/mitogen-activated protein kinase (MAPK).	inhibitor
Lung cancer	Akt1	MEK	MAP2k1	5604	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2k2	5605	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2K3	5606	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2K4	6416	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2K5	5607	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2k6	5608	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	MEK	MAP2k7	5609	GSK1120212	Trametinib	11707110	N/A	NCT01138085	Purpose: orally administered MEK inhibitor GSK1120212	inhibitor
Lung cancer	Akt1	AKT	Akt1	207	GSK2141795	GSK2126458	25167777	N/A	NCT01138085	Purpose: AKT kinase inhibitor GSK2141795	inhibitor
Lung cancer	Akt1	AKT	Akt2	208	GSK2141795	GSK2126458	25167777	N/A	NCT01138085	Purpose: AKT kinase inhibitor GSK2141795	inhibitor
Lung cancer	Akt1	AKT	Akt3	10000	GSK2141795	GSK2126458	25167777	N/A	NCT01138085	Purpose: AKT kinase inhibitor GSK2141795	inhibitor
Lung cancer	Akt1	EGFR	EGFR	1956	BIBW2992	BIBW 2992	10184653	N/A	NCT01156545	Purpose: BIBW2992, an irreversible EGFR-TKI	inhibitor
Lung cancer	Akt1	Ras	KRAS	3845	Simvastin	Simvastin	54454	N/A	NCT01156545	Detailed description: statins inhibit activation of RAS and downstream signaling cascades, including the RAF/MEK/ERK and PI3K/AKT	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	AZD5363	AZD4547	51039095	N/A	NCT01226316	Inclusion criteria: breast, ovarian, cervical, endometrial cancer, or other solid cancers, resistance to standard therapies with a PIK3CA gene mutation (Part C), AKT1 gene mutation (Part D) or a dysregulatory aberration on the PIK/AKT pathway (Part D	inhibitor
Lung cancer	Akt1	Akt	Akt2	208	AZD5363	AZD4547	51039095	N/A	NCT01226316	Inclusion criteria: breast, ovarian, cervical, endometrial cancer, or other solid cancers, resistance to standard therapies with a PIK3CA gene mutation (Part C), AKT1 gene mutation (Part D) or a dysregulatory aberration on the PIK/AKT pathway (Part D	inhibitor
Lung cancer	Akt1	Akt	Akt3	10000	AZD5363	AZD4547	51039095	N/A	NCT01226316	Inclusion criteria: breast, ovarian, cervical, endometrial cancer, or other solid cancers, resistance to standard therapies with a PIK3CA gene mutation (Part C), AKT1 gene mutation (Part D) or a dysregulatory aberration on the PIK/AKT pathway (Part D	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	MK2206	MK2206	46930998	N/A	NCT01245205	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	Akt	Akt2	208	MK2206	MK2206	46930998	N/A	NCT01245205	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	Akt	Akt3	10000	MK2206	MK2206	46930998	N/A	NCT01245205	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	Sativex	tetrahydrocannabinol-cannabidiol combination	44148067	N/A	NCT01262651	N/A	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	Pazopanib	pazopanib	10113978	N/A	NCT01262820	N/A	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	BMS-906024	UNII-DRL23N424R	66550890	N/A	NCT01292655	N/A	inhibitor
Lung cancer	Akt1	PDGFR	PDGFRA	5156	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	PDGFR	PDGFRB	5159	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	RAF	BRAF	673	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	RAF	RAF1	5894	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	VEGFR	KDR	3791	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	VEGFR	KDR	3791	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	VEGFR	FLT4	2324	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	VEGFR-1	FLT1	2321	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	VEGFR-3	FLT4	2324	Sorafenib	Sorafenib	406563	BAY 43-9006	NCT01303341	Purpose: Sorafenib tosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	MEK	MAP2k1	5604	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2k2	5605	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2K3	5606	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2K4	6416	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2K5	5607	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2k6	5608	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	MEK	MAP2k7	5609	AZD6244	AZD6244	10127622	N/A	NCT01306045	Purpose: AZD6244, which inhibits a protein called MEK that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	EGFR	EGFR	1956	Erlotinib	erlotinib hydrochloride	176871	N/A	NCT01306045	Purpose: Participants with EGFR gene mutation will receive a drug called erlotinib, which inhibits a protein called EGFR.	inhibitor
Lung cancer	Akt1	ERBB2	ERBB2	2064	Lapatinib	lapatinib ditosylate	9941095	lapatinib ditosylate	NCT01306045	Purpose: ERBB2 gene mutation or amplification will receive a drug called lapatinib	inhibitor
Lung cancer	Akt1	AKT	Akt1	207	MK-2206	MK2206	46930998	N/A	NCT01306045	Purpose: MK-2206, which inhibits a protein called AKT that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	AKT	Akt2	208	MK-2206	MK2206	46930998	N/A	NCT01306045	Purpose: MK-2206, which inhibits a protein called AKT that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	AKT	Akt3	10000	MK-2206	MK2206	46930998	N/A	NCT01306045	Purpose: MK-2206, which inhibits a protein called AKT that is thought to be a key factor in the development and progression of some cancers.	inhibitor
Lung cancer	Akt1	PDGFRA	PDGFRA	5156	Sunitinib	Sunitinib	5329102	N/A	NCT01306045	Purpose: KIT or PDGFRA gene mutations will receive a drug called sunitinib, which inhibits some proteins that are thought to be key factors in the development and progression of some cancers, including kidney cancer.	inhibitor
Lung cancer	Akt1	Kit	KIT	3815	Sunitinib	Sunitinib	5329102	N/A	NCT01306045	Purpose: KIT or PDGFRA gene mutations will receive a drug called sunitinib, which inhibits some proteins that are thought to be key factors in the development and progression of some cancers, including kidney cancer.	inhibitor
Lung cancer	Akt1	N/A	N/A	N/A	Endostar	N/A	N/A	N/A	NCT01327235	N/A	inhibitor
Lung cancer	Akt1	IL2	IL2	3558	TG4010	N/A	N/A	N/A	NCT01383148	Purpose: TG4010 is a suspension of recombinant Modified Vaccinia virus strain Ankara (MVA strain) carrying coding sequences for human MUC1 antigen and human interleukin-2 (IL2). 	inhibitor
Lung cancer	Akt1	CD137	TNFRSF9	3604	Urelumab	N/A	N/A	BMS-663513	NCT01471210	Exclusion criteria: Prior treatment with anti-programmed death 1 (anti-PD-1)/Programmed cell death 1 ligand 1 (PD-L1) or anti-CD137	inhibitor
Lung cancer	Akt1	CD137	TNFRSF9	3604	Urelumab	N/A	N/A	BMS-663513	NCT01471210	Exclusion criteria: Prior treatment with anti-programmed death 1 (anti-PD-1)/Programmed cell death 1 ligand 1 (PD-L1) or anti-CD137	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	MK2206	MK2206	46930998	N/A	NCT01480154	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	Akt	Akt2	208	MK2206	MK2206	46930998	N/A	NCT01480154	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	Akt	Akt3	10000	MK2206	MK2206	46930998	N/A	NCT01480154	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	Akt	Akt1	207	GSK2110183	N/A	N/A	N/A	NCT01531894	Purpose: GSK2110183 is an orally administered, pan-AKT kinase inhibitor. %Official title: Oral AKT Inhibitor GSK2110183	inhibitor
Lung cancer	Akt1	Ang1	ANGPT1	284	trebananib	N/A	N/A	AMG386	NCT01548482	Purpose: Temsirolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Lung cancer	Akt1	Akt1	Akt1	207	Mk2206	MK2206	46930998	N/A	NCT01604772	Purpose: Akt inhibitor MK2206	inhibitor
Lung cancer	Akt1	PADI1	PADI1	29943	ADI-PEG 20	N/A	N/A	N/A	NCT01665183	Purpose: Arginine deiminase (ADI) is an enzyme from microbes that degrades arginine. ADI has been formulated with polyethylene glycol, and has been used to treat patients that have cancers that require arginine.	inhibitor
Lung cancer	Akt2	PADI2	PADI2	11240	ADI-PEG 20	N/A	N/A	N/A	NCT01665183	Purpose: Arginine deiminase (ADI) is an enzyme from microbes that degrades arginine. ADI has been formulated with polyethylene glycol, and has been used to treat patients that have cancers that require arginine.	inhibitor
