Molecular Target	Entrez Gene Name	Enterez Gene Id	Drug name	Other drug name	Pubchem name	CID	SID	Interaction type	Mode of action	Clinical Trial ID(s)	Detail	Phase	Include this entry?	Comments
PSMA	FOLH1	2346	PSMA-targeted Docetaxel Nanoparticles BIND-014	BIND-014	Docetaxel	148124	N/A	inhibitor	Tubulin inhibitor	NCT01300533	Advanced ovarian cancer not responsive to standard therapies A Phase I, Open Label , Safety, Pharmacokinetic and Pharmacodynamic Dose Escalation Study of BIND-014 Given by IV Infusion to Patients With Advanced or Metastatic Cancer	I	1	
ALK1 ligands (TGFbeta family)	GDF2	2658	Dalantercept	ACE-041, ALK1-Fc Fusion Protein ACE-041	Dalantercept	N/A	160693095	inhibitor	ALK1 inhibitor	NCT01720173	Recurrent epithelial ovarian cancer A Phase II Evaluation of Dalantercept (NSC #75172, IND #116598), a Novel Soluble Recombinant Activin Receptor-Like Kinase 1 (ALK-1) Inhibitor Receptor Fusion Protein, in the Treatment of Persistent or Recurrent Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Carcinoma	II	1	
HDAC	HDAC10	9735	Vorinostat	SAHA, SuberoylaN/Aide hydroxamic acid, Zolinza	Vorinostat	5311	N/A	inhibitor	HDAC inhibitor	NCT01087554	Advanced solid tumors A Phase I Trial of Sirolimus (mTOR Inhibitor) and Vorinostat (Histone Deacetylase Inhibitor) in Patients With Advanced Cancer	I	1	
HDAC	HDAC11	9736	Vorinostat	SAHA, SuberoylaN/Aide hydroxamic acid, Zolinza	Vorinostat	5311	N/A	inhibitor	HDAC inhibitor	NCT01266057	Advanced or metastatic cancers A Phase I Trial of Sirolimus (mTOR Inhibitor) or Vorinostat (HDAC Inhibitor) in Combination With Hydroxychloroquine (Autophagy Inhibitor) in Patients With Advanced Malignancies	I	1	
HDAC	HDAC9	9734	Vorinostat	SAHA, SuberoylaN/Aide hydroxamic acid, Zolinza	Vorinostat	5311	N/A	inhibitor	HDAC inhibitor	NCT00976183	Stage III/IV ovarian cancer cancer, not have received chemotherapy yet Paclitaxel, Carboplatin and Vorinostat for the Treatment of Advanced Stage Ovarian Carcinoma	I/II	1	
HIF1-alpha	HIF1A	3091	CRLX101	camptothecin-polymer conjugate IT-101, cyclodextrin-based polymer-camptothecin CRLX101, IT-101	N/A	N/A	N/A	HIF-1alpha	dual inhibitor of topoisomerase 1 and HIF-1alpha	NCT01652079	Recurrent epithelial cancer A Phase II, 2-stage Trial of CRLX101-202 in Recurrent Ovarian, Tubal and Peritoneal Cancer	II	1	
HMG-CoA reductase	HMGCR	3156	Lovastatin	Mevacor, Mevinolin, Monacolin-K	lovastatin	53232	N/A	inhibitor	HMG-CoA reductase inhibitor	NCT00585052	Platinum-refractory or -resistant ovarian cancer A Phase II Study of Interaction of Lovastatin and Paclitaxel For Patients With Refractory or Relapsed Ovarian Cancer	II	1	
3-dioxygenase	IDO1	3620	INCB024360	3-dioxygenase Inhibitor INCB024360, IDO1 Inhibitor INCB024360, Indoleamine-2	N/A	N/A	N/A	inhibitor	3-dioxygenase (INDO) inhibitor	NCT01685255	Biochemical recurrent epithelial ovarian cancer A RANDOMIZED, OPEN-LABEL, PHASE 2 STUDY OF THE IDO INHIBITOR INCB024360 VERSUS TAMOXIFEN FOR SUBJECTS WITH BIOCHEMICAL-RECURRENT-ONLY EPITHELIAL OVARIAN CANCER, PRIMARY PERITONEAL CARCINOMA, OR FALLOPIAN TUBE CANCER FOLLOWING COMPLETE REMISSION WITH FIRST-LINE CHEMOTHERAPY	II	1	
IGF1R	IGF1R	3480	AMG 479	N/A	N/A	N/A	N/A	inhibitor	IGF1R inhibitor	NCT01122199	Metastatic solid tumor refractory to standard therapies Phase I Study of mTOR Inhibitor RAD001 in Combination With IGF-1R Inhibitor AMG479 for Patients With Advanced Solid Tumors	I	1	
IGF1R	IGF1R	3480	Linsitinib	OSI-906	Linsitinib	11640390	N/A	inhibitor	IGF1R inhibitor	NCT01567384	Advanced Cancer A Phase I Study of OSI-906 in Combination With Pemetrexed in Advanced Solid Tumor Malignancies	I	1	
IGF1R	IGF1R	3480	AMG 479	N/A	N/A	N/A	N/A	inhibitor	IGF1R inhibitor	NCT01708161	Advanced ovarian cancer with PIK3CA mutation A Phase Ib/II Study of the Combination of BYL719 Plus AMG 479 in Adult Patients With Selected Solid Tumors	I/II	1	
IL-12	IL-12A	3592	EGEN-001	phIL-12-005/PPC	CID 446414	446414	N/A	unknown	N/A	NCT01489371	Recurrent epithelial ovarian cancer A Phase I Study of Intraperitoneal EGEN-001 (IL-12 Plasmid Formulated With PEG-PEI-Cholesterol Lipopolymer) (IND #12,484) Administered in Combination With doxil (PLD, Doxil (NSC #712227 or Lipodox) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	I	1	
IL-12	IL-12B	3593	EGEN-001	phIL-12-005/PPC	CID 446414	446414	N/A	unknown	N/A	NCT01489371	Recurrent epithelial ovarian cancer A Phase I Study of Intraperitoneal EGEN-001 (IL-12 Plasmid Formulated With PEG-PEI-Cholesterol Lipopolymer) (IND #12,484) Administered in Combination With doxil (PLD, Doxil (NSC #712227 or Lipodox) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	I	1	
IL-1R	IL-1R1	3554	Anakinra	N/A	Anakinra	N/A	53790816	antagonist	IL-1 receptor antagonist	NCT01624766	Advanced cancers A Phase I Trial of Anakinra (IL-1 Receptor Antagonist) or Denosumab (Anti-RANKL Monoclonal Antibody) in Combination With Everolimus (mTOR Inhibitor) in Patients With Advanced Malignancies	I	1	
IL-1R	IL-1R2	7850	Anakinra	N/A	Anakinra	N/A	53790816	antagonist	IL-1 receptor antagonist	NCT01624766	Advanced cancers A Phase I Trial of Anakinra (IL-1 Receptor Antagonist) or Denosumab (Anti-RANKL Monoclonal Antibody) in Combination With Everolimus (mTOR Inhibitor) in Patients With Advanced Malignancies	I	1	
indoleamine 2	INDO2	169355	INCB024360	3-dioxygenase Inhibitor INCB024360, IDO1 Inhibitor INCB024360, Indoleamine-2	N/A	N/A	N/A	inihibitor	3-dioxygenase (INDO) inhibitor, indoleamine 2	NCT01685255	Biochemical recurrent epithelial ovarian cancer A RANDOMIZED, OPEN-LABEL, PHASE 2 STUDY OF THE IDO INHIBITOR INCB024360 VERSUS TAMOXIFEN FOR SUBJECTS WITH BIOCHEMICAL-RECURRENT-ONLY EPITHELIAL OVARIAN CANCER, PRIMARY PERITONEAL CARCINOMA, OR FALLOPIAN TUBE CANCER FOLLOWING COMPLETE REMISSION WITH FIRST-LINE CHEMOTHERAPY	II	1	
RTK	KDR	3791	Cabozantanib	Cabozantinib, Cometriq	Cabozantinib	25102847	N/A	inhibitor	RTK, HGFR, VEGFR2, KIT, Flt3, and Tie-2 inhibitor	NCT01716715	Recurrent epithelial ovarian cancer A RANDOMIZED PHASE II STUDY OF NCI SUPPLIED CABOZANTINIB (NSC #761968 IND #116059) VERSUS WEEKLY PACLITAXEL (NSC #673089) IN THE TREATMENT OF PERSISTENT OR RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	II	1	
KIR (killer-cell Ig-like receptors)	KIR3DL3	115653	BMS-986015	Anti-KIR mab IPH2102, IPH2102	N/A	N/A	N/A	activator	NK cell activator	NCT01714739	Advanced ovarian cancer A Phase 1 Dose Escalation and Cohort Expansion Study of the Safety, Tolerability and Efficacy of Anti-KIR (BMS-986015) Administered in Combination With Anti-PD-1 (BMS-936558) in Advanced Refractory Solid Tumors	I	1	
cKIT	KIT	3815	Dovitinib	RTK inhibitor TKI258	Dovitinib	9886808	N/A	inhibitor	Multi-targeted RTK inhibitor	NCT01831726	Advanced Tumors With Mutations or Translocations of FGFR, PDGFR, VEGF, cKIT, FLT3, CSFR1, Trk and RET Dovitinib for Patients With Tumor Pathway Activations Inhibited by Dovitinib	I	1	
p38 MAPK (MAPK14)	MAPK14	1432	LY2228820	N/A	LY2228820	11570805	N/A	inhibitor	p38 mitogen-activated protein kinase (MAPKs) inhib	NCT01663857	Platinum sensitive ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase 1b/2 Study of LY2228820, a p38 MAPK Inhibitor, Plus Gemcitabine and Carboplatin Versus Gemcitabine and Carboplatin for Women With Platinum-Sensitive Ovarian Cancer	I/II	1	
MEK	MEK1	5604	GDC-0973	XL518	XL518	16222096	N/A	inhibitor	MEK inhibitor	NCT00996892	Advanced Cancer A Study Evaluating the Safety, Tolerability and Pharmacokinetics of GDC-0973 in Combination With GDC-0941 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors	i	1	
MEK	MEK1	5604	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01138085	Advanced Solid Tumors A Phase I Dose Escalation Open-Label Safety and Pharmacokinetic Study to Determine the Recommended Phase II Dose of GSK1120212 Dosed in Combination With GSK2141795 in Subjects With Solid Tumors (Part 1) and in Subjects With Pancreatic Cancer, Endometrial Cancer or Colorectal Cancer (Part 2)	I	1	
MEK	MEK1	5604	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01248858	Advanced Cancer Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Clinical Activity of GSK2126458 and GSK1120212 Combination Therapy in Subjects With Advanced Solid Tumors.	I	1	
MEK	MEK1	5604	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01363232	NRAS, KRAS, or BRAF mutant advanced cancer A Phase Ib, Open-label, Multi-center, Dose-escalation and Expansion Study of an Orally Administered Combination of BKM120 Plus MEK162 in Adult Patients With Selected Advanced Solid Tumors	I	1	
MEK	MEK1	5604	Selumetinib	ARRY-142886, AZD6244	Selumetinib	10127622	N/A	inhibitor	MEK inhibitor	NCT01364051	Melanoma (Skin); Unspecified Adult Solid Tumor, Protocol Specific Cediranib Maleate and Selumetinib in Treating Patients With Solid Malignancies	I	1	
MEK	MEK1	5604	Pimasertib	AS703026, EMD 1036239, MSC1936369B	Pimasertib	44187362	N/A	inhibitor	MEK1/2 inhibitor	NCT01390818	Adv cancer with mutation in PTEN, BRAF, KRAS, NRAS, PI3KCA, ErbB1, ErbB2, MET, RET, c-KIT, GNAQ, GNA11 Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors	I	1	
MEK	MEK1	5604	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01438554	Advanced Cancer Study Determining the Safety and Tolerability of Combination Therapy With Pazopanib and GSK1120212 in Advanced Solid Tumors Enriched With Patients With Advanced Differentiated Thyroid Cancer	I	1	
MEK	MEK1	5604	MSC2015103B	N/A	N/A	N/A	N/A	inhibitor	MEK inhibitor	NCT01453387	Advanced Cancer MSC2015103B in Solid Tumors	I	1	
MEK	MEK1	5604	WX-554	N/A	N/A	N/A	N/A	inhibitor	MEK inhibitor	NCT01581060	Advanced solid tumors A Phase I/II, Open-label, Dose-escalation Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of the MEK Inhibitor WX-554 in Patients With Solid Tumours	I	1	
MEK	MEK1	5604	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01649336	Platinum resistant epithelial ovarian cancer A Study of MEK162 and Paclitaxel in Patients With Epithelial Ovarian, Fallopian Tube or Peritoneal Cancer	I	1	
MEK	MEK1	5604	Rafametinib	BAY86-9766, RDEA119	BAY 869766	44182295	N/A	inhibitor	MEK inhibitor	NCT01392521	Advanced Cancer Phase Ib Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With MEK (Mitogen-activated Protein Kinase) Inhibitor BAY86-9766 in Patients With Advanced Cancer	Ib	1	
MEK	MEK1	5604	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01449058	Advanced BRAF or KRAS mutant cancers A Phase Ib Study of MEK162 Plus BYL719 in Adult Patients With Selected Advanced Solid Tumors	Ib	1	
MEK	MEK1	5604	GDC-0973	XL518	XL518	16222096	N/A	inhibitor	MEK inhibitor	NCT01562275	Locally advanced or metastatic solid tumors A Phase Ib, Open-Label, Dose-Escalation Study of the Safety, Tolerability and Pharmacokinetics of GDC-0973 and GDC-0068 in Patients With Locally Advanced or Metastatic Solid Tumors	Ib	1	
MEK	MEK1	5604	TAK-733	MEK Inhibitor TAK-733	TAK-733	24963252	N/A	inhibitor	MEK inhibitor	NCT01613261	Advanced Solid Tumors A Multicenter, Open-label, Phase 1b Study of TAK-733 (an Oral MEK Inhibitor) in Combination With Alisertib (an Oral Aurora A Kinase Inhibitor) in Adult Patients With Advanced Nonhematologic Malignancies	Ib	1	
MEK	MEK1	5604	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK164	10288191	N/A	inhibitor	MEK inhibitor	NCT01543698	Solid Tumors Harboring a BRAF V600 Mutation A Phase Ib/II Study of LGX818 in Combination With MEK162 in Adult Patients With BRAF Dependent Advanced Solid Tumors	Ib/II	1	
MEK	MEK1	5604	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
MEK	MEK2	5605	GDC-0973	XL518	XL518	16222096	N/A	inhibitor	MEK inhibitor	NCT00996892	Advanced Cancer A Study Evaluating the Safety, Tolerability and Pharmacokinetics of GDC-0973 in Combination With GDC-0941 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors	i	1	
MEK	MEK2	5605	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01138085	Advanced Solid Tumors A Phase I Dose Escalation Open-Label Safety and Pharmacokinetic Study to Determine the Recommended Phase II Dose of GSK1120212 Dosed in Combination With GSK2141795 in Subjects With Solid Tumors (Part 1) and in Subjects With Pancreatic Cancer, Endometrial Cancer or Colorectal Cancer (Part 2)	I	1	
MEK	MEK2	5605	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01248858	Advanced Cancer Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Clinical Activity of GSK2126458 and GSK1120212 Combination Therapy in Subjects With Advanced Solid Tumors.	I	1	
MEK	MEK2	5605	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01363232	NRAS, KRAS, or BRAF mutant advanced cancer A Phase Ib, Open-label, Multi-center, Dose-escalation and Expansion Study of an Orally Administered Combination of BKM120 Plus MEK162 in Adult Patients With Selected Advanced Solid Tumors	I	1	
MEK	MEK2	5605	Selumetinib	ARRY-142886, AZD6244	Selumetinib	10127622	N/A	inhibitor	MEK inhibitor	NCT01364051	Melanoma (Skin); Unspecified Adult Solid Tumor, Protocol Specific Cediranib Maleate and Selumetinib in Treating Patients With Solid Malignancies	I	1	
MEK	MEK2	5605	Pimasertib	AS703026, EMD 1036239, MSC1936369B	Pimasertib	44187362	N/A	inhibitor	MEK1/2 inhibitor	NCT01390818	Adv cancer with mutation in PTEN, BRAF, KRAS, NRAS, PI3KCA, ErbB1, ErbB2, MET, RET, c-KIT, GNAQ, GNA11 Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors	I	1	
MEK	MEK2	5605	Trametinib	GSK1120212, JTP-74057, MEK Inhibitor GSK1120212	Trametinib	11707110	N/A	inhibitor	MEK 1/2 inhibitor	NCT01438554	Advanced Cancer Study Determining the Safety and Tolerability of Combination Therapy With Pazopanib and GSK1120212 in Advanced Solid Tumors Enriched With Patients With Advanced Differentiated Thyroid Cancer	I	1	
MEK	MEK2	5605	MSC2015103B	N/A	N/A	N/A	N/A	inhibitor	MEK inhibitor	NCT01453387	Advanced Cancer MSC2015103B in Solid Tumors	I	1	
MEK	MEK2	5605	WX-554	N/A	N/A	N/A	N/A	inhibitor	MEK inhibitor	NCT01581060	Advanced solid tumors A Phase I/II, Open-label, Dose-escalation Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of the MEK Inhibitor WX-554 in Patients With Solid Tumours	I	1	
MEK	MEK2	5605	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01649336	Platinum resistant epithelial ovarian cancer A Study of MEK162 and Paclitaxel in Patients With Epithelial Ovarian, Fallopian Tube or Peritoneal Cancer	I	1	
MEK	MEK2	5605	Rafametinib	BAY86-9766, RDEA119	BAY 869766	44182295	N/A	inhibitor	MEK inhibitor	NCT01392521	Advanced Cancer Phase Ib Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With MEK (Mitogen-activated Protein Kinase) Inhibitor BAY86-9766 in Patients With Advanced Cancer	Ib	1	
MEK	MEK2	5605	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK162	10288191	N/A	inhibitor	MEK inhibitor	NCT01449058	Advanced BRAF or KRAS mutant cancers A Phase Ib Study of MEK162 Plus BYL719 in Adult Patients With Selected Advanced Solid Tumors	Ib	1	
MEK	MEK2	5605	GDC-0973	XL518	XL518	16222096	N/A	inhibitor	MEK inhibitor	NCT01562275	Locally advanced or metastatic solid tumors A Phase Ib, Open-Label, Dose-Escalation Study of the Safety, Tolerability and Pharmacokinetics of GDC-0973 and GDC-0068 in Patients With Locally Advanced or Metastatic Solid Tumors	Ib	1	
MEK	MEK2	5605	TAK-733	MEK Inhibitor TAK-733	TAK-733	24963252	N/A	inhibitor	MEK inhibitor	NCT01613261	Advanced Solid Tumors A Multicenter, Open-label, Phase 1b Study of TAK-733 (an Oral MEK Inhibitor) in Combination With Alisertib (an Oral Aurora A Kinase Inhibitor) in Adult Patients With Advanced Nonhematologic Malignancies	Ib	1	
MEK	MEK2	5605	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK165	10288191	N/A	inhibitor	MEK inhibitor	NCT01543698	Solid Tumors Harboring a BRAF V600 Mutation A Phase Ib/II Study of LGX818 in Combination With MEK162 in Adult Patients With BRAF Dependent Advanced Solid Tumors	Ib/II	1	
MEK	MEK2	5605	MEK162	ARRY-162, ARRY-438162, MEK inhibitor MEK162	MEK163	10288191	N/A	inhibitor	MEK inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
RTK	MET	4233	Cabozantanib	Cabozantinib, Cometriq	Cabozantinib	25102847	N/A	inhibitor	RTK, HGFR, VEGFR2, KIT, Flt3, and Tie-2 inhibitor	NCT01716715	Recurrent epithelial ovarian cancer A RANDOMIZED PHASE II STUDY OF NCI SUPPLIED CABOZANTINIB (NSC #761968 IND #116059) VERSUS WEEKLY PACLITAXEL (NSC #673089) IN THE TREATMENT OF PERSISTENT OR RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	II	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT00610948	Advanced solid tumors A Sequential Phase I Study Of The Combination Of Everolimus (Rad001) With 5-Fu/Lv (De Gramont), Folfox6, And Folfox6/Panitumumab In Patients With Refractory Solid Malignancies	I	1	
mTOR	MTOR	2475	Temsirolimus	CCI-779, Torisel	Temsirolimus	6918289	N/A	inhibitor	mTOR inhibitor	NCT00770263	Advanced solid tumors Phase I Study of Erlotinib and Temsirolimus in Resistant Solid Malignancies	I	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01087554	Advanced solid tumors A Phase I Trial of Sirolimus (mTOR Inhibitor) and Vorinostat (Histone Deacetylase Inhibitor) in Patients With Advanced Cancer	I	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01122199	Metastatic solid tumor refractory to standard therapies Phase I Study of mTOR Inhibitor RAD001 in Combination With IGF-1R Inhibitor AMG479 for Patients With Advanced Solid Tumors	I	1	
mTOR	MTOR	2475	Ridaforolimus	Deforolimus	Deforolimus	11520894	N/A	inhibitor	mTOR inhibitor	NCT01256268	Metastatic or Recurrent Ovarian Cancer elegible for carbo-taxol treatment Carboplatin/Taxol/Ridaforolimus in Endometrial, Ovarian and Solids	I	1	
mTOR	MTOR	2475	Rapamycin	Rapamune, Sirolimus	Sirolimus	5284616	N/A	inhibitor	mTOR inhibitor	NCT01266057	Advanced or metastatic cancers A Phase I Trial of Sirolimus (mTOR Inhibitor) or Vorinostat (HDAC Inhibitor) in Combination With Hydroxychloroquine (Autophagy Inhibitor) in Patients With Advanced Malignancies	I	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01281514	Platinum-sensitive ovarian cancer at first relapse PHASE I STUDY OF CARBOPLATIN, PEGYLATED LIPOSOMAL DOXORUBICIN (PLD) AND EVEROLIMUS IN PATIENTS WITH PLATINUM-SENSITIVE EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER IN FIRST RELAPSE	I	1	
mTOR	MTOR	2475	Ridaforolimus	Deforolimus	Deforolimus	11520894	N/A	inhibitor	mTOR inhibitor	NCT01295632	Relapsed or refractory ovarian cancer Phase I Parallel Protocol of MK-8669 (Ridaforolimus) + MK-2206 and MK-8669 (Ridaforolimus) + MK-0752 Doublets (MK-MK) in Patients With Advanced Cancer	I	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01482156	Advanced Cancer Dose Finding Study of RAD001 (Everolimus, Afinitor) in Combination With BEZ235 in Patients With Advanced Solid Tumors	I	1	
mTOR	MTOR	2475	Temsirolimus	CCI-779, Torisel	Temsirolimus	6918289	N/A	inhibitor	mTOR inhibitor	NCT01529593	Advanced cancers Phase I Study of Temsirolimus in Combination With Metformin in Patients With Advanced Cancers	I	1	
mTOR	MTOR	2475	Everolimus	Afinitor, Certican, RAD001, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01582191	Advanced cancers A Phase 1 Trial of Vandetanib (a Multi-kinase Inhibitor of EGFR, VEGFR and RET Inhibitor) in Combination With Everolimus (an mTOR Inhibitor) in Advanced Cancer	I	1	
mTOR	MTOR	2475	Everolimus, Temsirolimus	Afinitor, CCI-779, Certican, RAD001, Torisel, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01596140	B-RAF mutated advanced solid tumors A Phase I Dose-Escalation Study of the BRAF Inhibitor Vemurafenib (Zelboraf) in Combination With an mTOR Inhibitor, Everolimus (Afinitor) or Temsirolimus (Torisel), in Subjects With Advanced Cancer	I	1	
mTOR	MTOR	2475	Everolimus, Temsirolimus	Afinitor, CCI-779, Certican, RAD001, Torisel, Zortress	Everolimus	6442177	N/A	inhibitor	mTOR inhibitor	NCT01596140	B-RAF mutated advanced solid tumors A Phase I Dose-Escalation Study of the BRAF Inhibitor Vemurafenib (Zelboraf) in Combination With an mTOR Inhibitor, Everolimus (Afinitor) or Temsirolimus (Torisel), in Subjects With Advanced Cancer	I	1	
