entrez_id	entrez_gene_symbol	entrez_gene_synonyms	ensembl_ids
7170	TPM3	CFTD,NEM1,OK/SW-cl.5,TM-5,TM3,TM30,TM30nm,TM5,TPMsk3,TRK,hTM5,hscp30	ENSG00000143549
791230	TRNAV7	HtV1,TRV7	
26136	TES	TESS,TESS-2	ENSG00000135269
400508	CRYM-AS1	NCRNA00169	
123775	C16orf46		ENSG00000166455
93185	IGSF8	CD316,CD81P3,EWI-2,EWI2,KCT-4,LIR-D1,PGRL	ENSG00000162729
2574	GAGE2C	CT4.2,GAGE-2,GAGE-2C,GAGE2	ENSG00000236249
2916	GRM6	CSNB1B,GPRC1F,MGLUR6,mGlu6	ENSG00000113262
56676	ASCL3	HASH3,SGN1,bHLHa42	ENSG00000176009
3126	HLA-DRB4	DR-4,DR4,DRB4,HLA-DR4B	
1616	DAXX	BING2,DAP6,EAP1	ENSG00000204209
100418949	PRDX4P1		
396	ARHGDIA	GDIA1,RHOGDI,RHOGDI-1	ENSG00000141522
4694	NDUFA1	CI-MWFE,MWFE,ZNF183	ENSG00000125356
440063	LOC440063		
192644	DFNA21		
153443	SRFBP1	BUD22,P49,Rlb1,STRAP,p49/STRAP	ENSG00000151304
27342	RABGEF1	RABEX5,rabex-5	ENSG00000154710,ENSG00000243335
100131451	TLR12P		
100129566	LOC100129566		
729008	LOC729008		
100129395	LOC100129395		
645744	TAF5LP1	HsT33855,TAF5LP	
100129498	LOC100129498		
100616337	MIR4747		
6783	SULT1E1	EST,EST-1,ST1E1,STE	ENSG00000109193
100131789	VN1R46P		
729609	LOC729609		
79137	FAM134A	C2orf17	ENSG00000144567
55766	H2AFJ	H2AJ	ENSG00000246705
51621	KLF13	BTEB3,FKLF2,NSLP1,RFLAT-1,RFLAT1	ENSG00000169926
151242	PPP1R1C	IPP5	ENSG00000150722
100874335	IMMP2L-IT1		
572558	PGM5-AS1		
100422847	MIR514B		
100033434	SNORD116-23	HBII-85-23	
909	CD1A	CD1,FCB6,HTA1,R4,T6	ENSG00000158477
100421391	LOC100421391		
5996	RGS1	1R20,BL34,IER1,IR20	ENSG00000090104
100616387	MIR3064		
649159	LINC00273	NCRNA00273,TOP	
1124	CHN2	ARHGAP3,BCH,CHN2-3,RHOGAP3	ENSG00000106069
2618	GART	AIRS,GARS,GARTF,PAIS,PGFT,PRGS	ENSG00000159131
392428	NPM1P9		
7490	WT1	AWT1,EWS-WT1,GUD,NPHS4,WAGR,WIT-2,WT33	ENSG00000184937
100271601	RPS3AP50	RPS3A_24_1646	
450	ASS1P5	ASSP5	
414325	DEFB103A	BD-3,DEFB-3,DEFB103,DEFB3,HBD3,HBP-3,HBP3,hBD-3	ENSG00000176797
154796	AMOT		ENSG00000126016
374308	PTCHD3	PTR	ENSG00000182077
4951	OCM2	OCM	ENSG00000135175
282775	OR5J2	OR11-266	ENSG00000174957
606724	LOC606724		
653583	PHLDB3		ENSG00000176531
29893	PSMC3IP	GT198,HOP2,HUMGT198A,ODG3,TBPIP	ENSG00000131470
100874032	PRRT3-AS1		
5822	PWP2	EHOC-17,PWP2H,UTP1	ENSG00000241945
9163	AMLCR2	AMLCR	
646409	DGAT2L7P	DGAT2L7	ENSG00000205267
9641	IKBKE	IKK-E,IKK-i,IKKE,IKKI	ENSG00000143466
100874044	HHATL-AS1		
8453	CUL2		ENSG00000108094
100462812	FGFR3P1	D84394.2,FGFR3P,FGFR6	
356	FASLG	ALPS1B,APT1LG1,CD178,CD95-L,CD95L,FASL,TNFSF6	ENSG00000117560
100507800	LOC100507800		
441151	TMEM151B	C6orf137,TMEM193,bA444E17.5	ENSG00000178233
807	CALM2P3		
389906	LOC389906		
2678	GGT1	CD224,D22S672,D22S732,GGT,GGT 1,GTG	ENSG00000100031
100420827	LOC100420827		
115273	RAB42	RP4-669K10.6	ENSG00000188060
28366	IGHVII-44-2	4-44.2P,IGHVII442	
100420464	LOC100420464		
51608	GET4	C7orf20,CEE,TRC35	ENSG00000239857
100873787	GPM6BP3		
728065	LOC728065		
431710	ASPG1		
440335	LOC440335		
100381178	TMPRSS11CP		
54491	FAM105A	NET20	ENSG00000145569
7290	HIRA	DGCR1,TUP1,TUPLE1	ENSG00000100084
100048907	ZDHHC20P1		
6928	HNF1B	FJHN,HNF-1B,HNF1beta,HNF2,HPC11,LF-B3,LFB3,MODY5,TCF-2,TCF2,VHNF1	ENSG00000108753
454	ASS1P9	ASSP9	
28876	IGKV3D-11	IGKV3D11,L20	
140738	TMEM37	PR,PR1	ENSG00000171227
8242	KDM5C	DXS1272E,JARID1C,MRXJ,MRXSCJ,MRXSJ,SMCX,XE169	ENSG00000126012
100616261	MIR4504		
100129722	LOC100129722		
728386	USP17L5		ENSG00000227140
26338	OR5L2	HSHTPCRX16,HTPCRX16,OR11-153	ENSG00000205030
386687	OFD1P3Y	OFD1P19,OFD1P19Y,OFD1P3,OFD1PY19,OFD1PY3,OFDYP3	
286178	LOC286178		
114190	SIGLEC30P	SIGLECP14	
5577	PRKAR2B	PRKAR2,RII-BETA	ENSG00000005249
149935	LOC149935		
23542	MAPK8IP2	IB2,JIP2,PRKM8IPL	ENSG00000008735
23589	CARHSP1	CRHSP-24,CSDC1	ENSG00000153048
573971	DHFRP1		
1233	CCR4	CC-CKR-4,CD194,CKR4,CMKBR4,ChemR13,HGCN:14099,K5-5	ENSG00000183813
56852	RAD18	RNF73	ENSG00000070950
5198	PFAS	FGAMS,FGARAT,PURL	ENSG00000178921
100421143	ELL2P2		
60680	CELF5	BRUNOL-5,BRUNOL5,CELF-5	ENSG00000161082
100130958	SYCE1L	MRP2	ENSG00000205078
2831	NPBWR1	GPR7	ENSG00000183729
100287498	LOC100287498		
7192	TRNAD1	TRD	
387590	TPTEP1	psiTPTE22	
645809	RPL23AP56	RPL23A_21_952	
100873916	DMD-AS3		
100271624	RPL23AP78	RPL23A_34_1620	
360185	CYCSP40	HC7,HCP40	
222389	BEND7	C10orf30	ENSG00000165626
439936	C5orf17		
780529	LOC780529		
474244	RA23		
729565	NDUFB8P2		
100505970	HEXDC-IT1		
100289489	MINOS1P2		
100874278	ERI3-IT1		
3207	HOXA11	HOX1,HOX1I	ENSG00000005073
728752	LOC728752		
100420774	LOC100420774		
23199	KIAA0182	GSE1	ENSG00000131149
100418511	LOC100418511		
7023	TFAP4	AP-4,bHLHc41	ENSG00000090447
218	ALDH3A1	ALDH3,ALDHIII	ENSG00000108602
100420292	SEPHS1P2		
157724	SLC7A13	AGT-1,AGT1,XAT2	ENSG00000164893
6902	TBCA		ENSG00000171530
55175	KLHL11		ENSG00000178502
2567	GABRG3		ENSG00000182256
4321	MMP12	HME,ME,MME,MMP-12	
728262	FAM157A		ENSG00000236438
9219	MTA2	MTA1L1,PID	ENSG00000149480
9692	KIAA0391	MRPP3	ENSG00000100890
283685	GOLGA6L2	CT105	ENSG00000174450
100009669	POU5F1P7		
100128339	BCAS2P3		
340357	LOC340357		
140560	LI5		
202309	GAPT	C5orf29	ENSG00000175857
100418599	LOC100418599		
147183	KRT25	KRT25A	ENSG00000204897
10181	RBM5	G15,LUCA15,RMB5	ENSG00000003756
55750	AGK	CATC5,MTDPS10,MULK	ENSG00000006530
26809	SNORD42A	RNU42A,U42,U42A	
342443	LOC342443		
5986	RFNG		ENSG00000169733
160	AP2A1	ADTAA,AP2-ALPHA,CLAPA1	ENSG00000196961
100887745	MTND1P13		
7459	WBSCR2	WSCR2	
146845	WDR16	WDRPUH	ENSG00000166596
574412	MIR452	MIRN452,hsa-mir-452	
23348	DOCK9	ZIZ1,ZIZIMIN1	ENSG00000088387
3732	CD82	4F9,C33,GR15,IA4,KAI1,R2,SAR2,ST6,TSPAN27	ENSG00000085117
407011	MIR23B	MIRN23B,hsa-mir-23b,miRNA23B	
100419709	ZNF887P	ZNF887	
100616251	MIR1587		
157376	FER1L6-AS2	C8orf78	
645367	GGT8P	GGT1P1	
78995	C17orf53		ENSG00000125319
100874227	RANP3		
474291	OA7		
1185	CLCN6	CLC-6	ENSG00000011021
64859	NABP1	OBFC2A,SOSS-B2,SSB2	ENSG00000173559
730087	ZNF726		ENSG00000213967
389901	LOC389901		
574047	MPDMRS		
401466	C8orf59		ENSG00000176731
1741	DLG3	MRX,MRX90,NEDLG,SAP102,XLMR	ENSG00000082458
25989	ULK3		ENSG00000140474
401260	FLJ41649		
100128498	LOC100128498		
2849	GPR26		ENSG00000154478
199223	TTC21A	STI2	ENSG00000168026
11143	KAT7	HBO1,HBOA,MYST2	ENSG00000136504
284080	LOC284080		
118471	PRAP1	PRO1195,RP11-122K13.6,UPA	ENSG00000165828
751837	LOC751837		
28913	IGKV3-15	IGKV315,L2	
348174	CLEC18A	MRCL,MRCL1,MRLP2	ENSG00000157322
100421319	GAPDHP54		
100507580	LOC100507580		
100422268	LOC100422268		
100134179	LOC100134179		
50486	G0S2	RP1-28O10.2	ENSG00000123689
417	ART1	ART2,ARTC1,CD296,RT6	ENSG00000129744
100131262	LOC100131262		
100128022	LOC100128022		
7056	THBD	AHUS6,BDCA3,CD141,THPH12,THRM,TM	ENSG00000178726
8975	USP13	ISOT3,IsoT-3	ENSG00000058056
63876	PKNOX2	PREP2	ENSG00000165495
4547	MTTP	ABL,MTP	ENSG00000138823
344022	NOTO		ENSG00000214513
284702	HNRNPU-AS1	C1orf199,NCRNA00201	
100507113	ZNF638-IT1		
2504	FTH1P12	FTHL12	
6980	TRGV6	TCRGV5P,TCRGV6,V1S5P,V1S6P	
203427	SLC25A43		ENSG00000077713
89958	SAPCD2	C9orf140,p42.3	ENSG00000186193
8879	SGPL1	S1PL,SPL	ENSG00000166224
100616165	MIR4771-2		
283130	SLC25A45		ENSG00000162241
404216	C10orf85		
148479	PHF13	PHF5,SPOC1	ENSG00000116273
381	ARF5		ENSG00000004059
100189472	TRNAF15P		
5020	OXT	OT,OT-NPI	ENSG00000101405
653108	CXADRP1	CAR,CXADRP	
100422261	LOC100422261		
282967	MAPK6PS6		
100422860	MIR4292		
4330	MN1	MGCR,MGCR1,MGCR1-PEN,dJ353E16.2	ENSG00000169184
7424	VEGFC	Flt4-L,VRP	ENSG00000150630
283820	NOMO2	Nomo,PM5	ENSG00000185164
406918	MIR129-2	MIR-129b,MIRN129-2,mir-129-2	
440595	EEF1A1P11	EEF1AL9	
28662	TRAV21	TCRAV21S1,TCRAV23S1	
346950	RPL37P6	RPL37_5_905	
100996251	LOC100996251		
773	CACNA1A	APCA,BI,CACNL1A4,CAV2.1,EA2,FHM,HPCA,MHP,MHP1,SCA6	ENSG00000141837
1247	CMR3A		
541473	LOC541473		
100131980	ZNF705G		ENSG00000215372
100506872	RNF7P1		
1576	CYP3A4	CP33,CP34,CYP3A,CYP3A3,CYPIIIA3,CYPIIIA4,HLP,NF-25,P450C3,P450PCN1	ENSG00000160868
11014	KDELR2	ELP-1,ERD2.2	ENSG00000136240
81224	OR5AN2P		
343071	PRAMEF10	RP5-845O24.7	ENSG00000187545
100505911	SOS1-IT1		
100507205	LOC100507205		
5091	PC	PCB	ENSG00000173599
84546	SNORD35B	RNU35B,U35B	
11136	SLC7A9	BAT1,CSNU3	ENSG00000021488
493901	RNASE12		ENSG00000206171,ENSG00000258436
23757	ARSFP1	ARSFP	
6776	STAT5A	MGF,STAT5	ENSG00000126561
23358	USP24		ENSG00000162402
503543	BTF3P9		
728807	LOC728807		
56985	ADPRM	C17orf48,NBLA03831	ENSG00000170222
100313819	PIRC80		
390136	OR4A11P		
653155	LOC653155		
100873445	RNA5SP183	RN5S183	
89874	SLC25A21	ODC,ODC1	ENSG00000183032
56167	MTCO1P1		
100422625	GOT2P5	GOT2Y	
6352	CCL5	D17S136E,RANTES,SCYA5,SISd,TCP228	ENSG00000161570
359760	MRPS17P9		
100288904	CICP11		
22828	SCAF8	RBM16	ENSG00000213079
143506	SSU72P3		
100996417	LOC100996417		
100996793	LOC100996793		
6084	RNY1	HY1,Y1	
28481	IGHJ2	JH2	
100288081	LOC100288081		
100873465	RNA5SP204	RN5S204	
4286	MITF	CMM8,MI,WS2,WS2A,bHLHe32	ENSG00000187098
3690	ITGB3	BDPLT2,CD61,GP3A,GPIIIa,GT	ENSG00000259207,ENSG00000259753
729678	LOC729678		
28462	IGHV1-68	1-68P,IGHV168	
286480	UBE2E4P	UbcM2	
645317	CHCHD2P6		
91010	FMNL3	FHOD3,WBP-3,WBP3	ENSG00000161791
200261	LINC00656		
406997	MIR215	MIRN215,miRNA215,mir-215	
100130102	LOC100130102		
4914	NTRK1	MTC,TRK,TRK1,TRKA,Trk-A,p140-TrkA	ENSG00000198400
100130074	LOC100130074		
338342	MGR4	MGOA	
8927	BSN	ZNF231	ENSG00000164061
359800	VDAC1P6		
80325	ABTB1	BPOZ,BTB3,EF1ABP	ENSG00000114626
2761	GM2AP1	GM2AP	
1107	CHD3	Mi-2a,Mi2-ALPHA,ZFH	ENSG00000170004
100129884	LOC100129884		
339883	C3orf35	APRG1	ENSG00000198590
100421256	LOC100421256		
9266	CYTH2	ARNO,CTS18,CTS18.1,PSCD2,PSCD2L,SEC7L,Sec7p-L,Sec7p-like	ENSG00000105443
22997	IGSF9B		ENSG00000080854
221336	BEND6	C6orf65,bA203B9.1	ENSG00000151917
389844	FTH1P19	FTHL19	
63973	NEUROG2	Atoh4,Math4A,NGN2,bHLHa8,ngn-2	ENSG00000178403
6614	SIGLEC1	CD169,SIGLEC-1,SN,dJ1009E24.1	ENSG00000088827
100271257	RPS3AP28	RPS3A_13_855	
7301	TYRO3	BYK,Dtk,RSE,Sky,Tif	ENSG00000092445
100128457	LOC100128457		
9515	STXBP5L	LLGL4	ENSG00000145087
100128423	RPS24P14	RPS24_4_1115	
100847036	MIR5186		
2192	FBLN1	FBLN,FIBL1	ENSG00000077942
55571	C2orf29		ENSG00000158435
333	APLP1	APLP	ENSG00000105290
56913	C1GALT1	C1GALT,T-synthase	ENSG00000106392
266625	NDUFA9P1	dJ106I20.2	
6944	VPS72	CFL1,Swc2,TCFL1,YL-1,YL1	ENSG00000163159
29113	C6orf15	STG	ENSG00000204542
100873912	DUTP6		
100419842	LOC100419842		
100873248	MTND4P27		
729279	RPL28P5	RPL28_2_1625	
80028	FBXL18	Fbl18	ENSG00000155034
391123	VSIG8		ENSG00000243284
100312803	VN1R110P		
25961	NUDT13		ENSG00000166321
50717	DCAF8	H326,WDR42A	ENSG00000132716,ENSG00000258465
338331	AZON		
1582	CYP8B1	CP8B,CYP12	ENSG00000180432
100420434	LOC100420434		
100420859	LOC100420859		
100132049	RPS19P4	RPS19_2_563	
401884	MGC57346		
100421710	LOC100421710		
51562	MBIP		ENSG00000151332
100287472	LOC100287472		
151484	LOC151484		
100534592	URGCP-MRPS24		
2283	FKBP1AP2	FKBP12,FKBP1P2	
64374	SIL1	BAP,MSS,ULG5	ENSG00000120725
100507403	LOC100507403		
100873560	RNA5SP509	RN5S509	
9644	SH3PXD2A	FISH,SH3MD1,TKS5	ENSG00000107957
100996553	LOC100996553		
100132601	GAPDHP68	GAPDHL13,GAPDL13	
55652	SLC48A1	HRG-1,HRG1,hHRG-1	ENSG00000211584
100616216	MIR4797		
7157	TP53	BCC7,LFS1,P53,TRP53	ENSG00000141510
728434	C20orf187	dJ727I10.1	
386593	CHKB-CPT1B	CHKL-CPT1B	ENSG00000254413
1937	EEF1G	EF1G,GIG35	ENSG00000254772
6491	STIL	MCPH7,SIL	ENSG00000123473
85456	TNKS1BP1	TAB182	ENSG00000149115
100418518	LOC100418518		
390152	OR8H3	OR11-172	ENSG00000181761
100507438	LOC100507438		
100271572	RPS26P46	RPS26_23_1212	
100420648	LOC100420648		
83715	ESPN	DFNB36	ENSG00000187017
100419861	LOC100419861		
10043	TOM1		ENSG00000100284
326625	MMAB	ATR,cblB,cob	ENSG00000139428
815	CAMK2A	CAMKA	ENSG00000070808
647156	ACTR3BP3		
100289026	LOC100289026		
57829	ZP4	ZBP,ZP1,ZPB,Zp-4	ENSG00000116996
100534589	HOXA10-HOXA9		
347587	MRP63P10		
57224	NHSL1	C6orf63	ENSG00000135540
100506326	LOC100506326		
100147826	RNU7-39P	U7.39	
100158262	SCARNA9L		
100147764	RNU7-16P	U7.16	
285260	RPL31P18	RPL31_7_358	
100874008	WNT5A-AS1		
55612	FERMT1	C20orf42,DTGCU2,KIND1,UNC112A,URP1	ENSG00000101311
100188949	LINC00426		
100533182	SEC24B-AS1	1/2-SBSRNA4	
9314	KLF4	EZF,GKLF	ENSG00000136826
100129391	LOC100129391		
100420318	LOC100420318		
100189493	TRNAL43P		
728353	LOC728353		
8338	HIST2H2AC	H2A,H2A-GL101,H2A/q,H2AFQ	ENSG00000184260
63027	SLC22A23	C6orf85	ENSG00000137266
645206	LOC645206		
100861504	LINC00538	Yiya	
22847	ZNF507		ENSG00000168813
255324	EPGN	ALGV3072,EPG,PRO9904	ENSG00000182585
100302232	MIR1226	MIRN1226,hsa-mir-1226	
10463	SLC30A9	C4orf1,GAC63,HUEL,ZNT9	ENSG00000014824
100169955	SNAR-A9		
401535	C9orf170		ENSG00000204446
100873411	RNA5SP144	RN5S144	
100101483	LOC100101483		
100422310	LOC100422310		
100500812	MIR3677		
1128	CHRM1	HM1,M1,M1R	ENSG00000168539
54821	ERCC6L	PICH,RAD26L	ENSG00000186871
23676	SMPX	DFNX4	ENSG00000091482
5586	PKN2	PAK2,PRK2,PRKCL2,PRO2042,Pak-2	ENSG00000065243
729696	LOC729696		
100506457	LOC100506457		
55793	FAM63A	RP11-316M1.5	ENSG00000143409
113691	TUBA3FP		
158402	LOC158402		
222008	VSTM2A	VSTM2	ENSG00000170419
647236	RPL39P15	RPL39_5_239	
6019	RLN2	H2,RLXH2,bA12D24.1.1,bA12D24.1.2	ENSG00000107014
100302113	MIR1200	MIRN1200,hsa-mir-1200	
29075	LINC00652	HSPC072	
120449	LOC120449		
100131626	LOC100131626		
53	ACP2		ENSG00000134575
79366	HMGN5	NBP-45,NSBP1	ENSG00000198157
286156	MAPK6PS5		
5905	RANGAP1	Fug1,SD	ENSG00000100401
100128795	LOC100128795		
100422247	CYP4F34P		
8526	DGKE	DAGK5,DAGK6,DGK	ENSG00000153933
51663	ZFR	ZFR1	ENSG00000056097
727699	LINC00163	C21orf134,NCRNA00163,NLC1-A,NLC1A	
100302210	MIR1909	MIRN1909,hsa-mir-1909	
4135	MAP6	MTAP6,N-STOP,STOP	ENSG00000171533
392106	OR9A3P	OR9A6P	
343296	ADH5P2		
677759	LOC677759		
10647	SCGB1D2	LIPB,LPHB	ENSG00000124935
100289121	LOC100289121		
100420251	LOC100420251		
3916	LAMP1	CD107a,LAMPA,LGP120	ENSG00000185896
100271285	RPL18AP10	RPL18A_4_806	
100616474	MIR4715		
276	AMY1A	AMY1	ENSG00000237763
2465	FRA17A		
343563	OR2T29		ENSG00000182783
574465	MIR515-2	MIRN515-2	
286254	LOC286254		
407053	MIR96	DFNA50,MIRN96,hsa-mir-96,miR-96,miRNA96	
404672	GTF2H5	C6orf175,TFB5,TFIIH,TGF2H5,TTD,TTD-A,TTDA,bA120J8.2	ENSG00000185068
140879	C20orf176	dJ530I15.3	
126668	TDRD10		ENSG00000163239
143279	HECTD2		ENSG00000165338
4124	MAN2A1	GOLIM7,MANA2,MANII	ENSG00000112893
401324	LOC401324		
26190	FBXW2	FBW2,Fwd2,Md6	ENSG00000119402
100996896	LOC100996896		
80035	ANP32A-IT1	C15orf28,HsT18971,NCRNA00321	
100418799	KRT8P38		
2986	GUCY2F	CYGF,GC-F,GUC2DL,GUC2F,RETGC-2,ROS-GC2	ENSG00000101890
151457	LOC151457		
100996568	LOC100996568		
729786	GOLGA8C		
54332	GDAP1	CMT4,CMT4A,CMTRIA	ENSG00000104381
100874331	LARGE-IT1		
64396	GMCL1P1	GCL,GMCL1L,GMCL2	
26249	KLHL3	PHA2D	ENSG00000146021
3294	HSD17B2	EDH17B2,HSD17,SDR9C2	ENSG00000086696
23271	CAMSAP2	CAMSAP1L1	ENSG00000118200
100129229	LOC100129229		
406907	MIR124-1	MIR124A,MIR124A1,MIRN124-1,MIRN124A1	
100312784	VN1R27P		
6046	BRD2	D6S113E,FSH,FSRG1,NAT,RING3,RNF3	ENSG00000204256
9857	CEP350	CAP350,GM133	ENSG00000135837
340544	MORF4L2-AS1		
58512	DLGAP3	DAP3,SAPAP3	ENSG00000116544
91749	KIAA1919	MFSD4B,NaGLT1	ENSG00000173214
100189332	TRNAK29		
144406	WDR66		ENSG00000158023
652963	BTF3P12	BTF3L2,HUMBTFC	
11085	ADAM30	svph4	ENSG00000134249
64111	NPVF	C7orf9,RFRP	ENSG00000105954
594839	SNORA33	ACA33	
128387	TATDN3		ENSG00000203705
285961	SEPT7L	CDC10L,bA291L22.2	
677792	SNORA1	ACA1	
100421594	LOC100421594		
100422549	LOC100422549		
100130756	UQCRHP1	Em:AF129756.18,UQCRHP5	
100131080	LOC100131080		
30009	TBX21	T-PET,T-bet,TBET,TBLYM	ENSG00000073861
100189295	TRNAA27		
646077	RPL29P23	RPL29_11_1134	
51334	PRR16	DSC54	ENSG00000184838
1298	COL9A2	DJ39G22.4,EDM2,MED,STL5	ENSG00000049089
284615	ANKRD34A	ANKRD34	ENSG00000181039
100271446	RPL21P118	RPL21_57_1497	
100462838	ATP6V1G1P3		
645645	LOC645645		
100189466	TRNAL42P		
65121	PRAMEF1		ENSG00000116721
100506012	PPP5D1		ENSG00000230510
7468	WHSC1	MMSET,NSD2,REIIBP,TRX5,WHS	ENSG00000109685
100996826	LOC100996826		
5393	EXOSC9	PM/Scl-75,PMSCL1,RRP45,Rrp45p,p5,p6	ENSG00000123737
91607	SLFN11	SLFN8/9	ENSG00000172716
100421092	LOC100421092		
754	PTTG1IP	C21orf1,C21orf3,PBF	ENSG00000183255
8248	DXS435E	A11	
100862676	RNU4-10P		
22978	NT5C2	GMP,NT5B,PNT5,cN-II	ENSG00000076685
340075	ARSI		ENSG00000183876
379024	RBMY2YP		
255104	TMCO4	RP5-1056L3.6	ENSG00000162542
100420683	LOC100420683		
100113379	SNORD121A		
90768	MGC45800		
10747	MASP2	MAP19,MASP-2,MASP1P1,sMAP	ENSG00000009724
100418551	LOC100418551		
2176	FANCC	FA3,FAC,FACC	ENSG00000158169
147968	CAPN12		ENSG00000182472
100422867	MIR378C		
100131280	LOC100131280		
100616399	MIR4436A		
28428	IGHV3-41	3-41P,IGHV341	
100310869	IGKV2OR2-7D		
100418658	LOC100418658		
389170	LEKR1		ENSG00000178110,ENSG00000197980
728366	LOC728366		
100270960	RPL22P14	RPL22_8_723	
100874071	USP12-AS2		
100130353	LOC100130353		
768217	MIR769	MIRN769,hsa-mir-769	
641790	RPL31P39	RPL31_11_842	
442291	PSMC1P2		
9400	RECQL5	RECQ5	ENSG00000108469
11030	RBPMS	HERMES	ENSG00000157110
2319	FLOT2	ECS-1,ECS1,ESA,ESA1,M17S1	ENSG00000132589
149224	RPS7P4	RPS7_1_61	
9846	GAB2		ENSG00000033327
55786	ZNF415		ENSG00000170954
441533	RPL26P37	RPL26_17_1822	
100616376	MIR4492		
1394	CRHR1	CRF-R,CRF-R-1,CRF-R1,CRF1,CRFR-1,CRFR1,CRH-R-1,CRH-R1,CRH-R1h,CRHR,CRHR1L,CRHR1f	ENSG00000120088
285659	OR2V2	OR2V3,OST713	ENSG00000182613
389756	AQP7P2		
100507468	LOC100507468		
100653059	LOC100653059		
140290	TCP10L	C21orf77,TCP10A-2	ENSG00000242220,ENSG00000265590
343170	OR14K1	OR1-39,OR1.5.9,OR5AY1	
5889	RAD51C	BROVCA3,FANCO,RAD51L2	ENSG00000108384
731716	PRKRAP1		
8900	CCNA1		ENSG00000133101
339316	LOC339316		
24140	FTSJ1	CDLIV,MRX44,MRX9,SPB1,TRM7,TRMT7	ENSG00000068438
201965	RWDD4	FAM28A,RWDD4A	ENSG00000182552
84458	LCOR	MLR2	ENSG00000196233
4642	MYO1D	myr4	ENSG00000176658
100996729	LOC100996729		
80243	PREX2	6230420N16Rik,DEP.2,DEPDC2,P-REX2	ENSG00000046889
100128482	LOC100128482		
4126	MANBA	MANB1	ENSG00000109323
389816	LRRC26	CAPC,bA350O14.10	ENSG00000184709
3800	KIF5C	KINN,NKHC,NKHC-2,NKHC2	ENSG00000168280
9541	CIR1	CIR	ENSG00000138433
6538	SLC6A11	GAT-3,GAT3,GAT4	ENSG00000132164
25804	LSM4	GRP,YER112W	ENSG00000130520
654369	RPL37P5	RPL37_12_1377	
100302141	MIR1913	MIRN1913,hsa-mir-1913	
10682	EBP	CDPX2,CHO2,CPX,CPXD	ENSG00000147155
54103	PION	GSAP	ENSG00000186088
100131275	NSAP11		
100289158	HMGB3P13		
387778	SPDYC	RINGOC,Ringo2	ENSG00000204710
441727	RPL36AP45	RPL36A_20_1453	
4584	MUC3A	MUC-3A,MUC3	ENSG00000169894
1036	CDO1		ENSG00000129596
151556	GPR155	DEP.7,DEPDC3,PGR22	ENSG00000163328
100873804	RNY1P4		
100506399	LOC100506399		
441520	CT45A4	CT45-4,CT45.4	ENSG00000228836
1265	CNN2		ENSG00000064666
2065	ERBB3	ErbB-3,HER3,LCCS2,MDA-BF-1,c-erbB-3,c-erbB3,erbB3-S,p180-ErbB3,p45-sErbB3,p85-sErbB3	ENSG00000065361
79603	CERS4	LASS4,Trh1	ENSG00000090661
23158	TBC1D9	MDR1	ENSG00000109436
8832	CD84	LY9B,SLAMF5,hCD84,mCD84	ENSG00000066294
4634	MYL3	CMH8,MLC1SB,MLC1V,VLC1	ENSG00000160808
1196	CLK2	hCLK2	ENSG00000176444
100306937	NBLST4		
7927	IGAT		
100507367	LOC100507367		
239	ALOX12	12-LOX,12S-LOX,LOG12	ENSG00000108839
100874388	OSTCP8		
8625	RFXANK	ANKRA1,BLS,F14150_1,RFX-B	ENSG00000064490
642597	C18orf42		ENSG00000231824
4573	TRNR	MTTR	
349160	LOC349160		
645051	GAGE13	GAGE12A	ENSG00000237597
387509	GPR153	PGR1	ENSG00000158292
11244	ZHX1		ENSG00000165156
100128358	RPS6P24	RPS6_12_1345	
100271643	RPL36AP39	RPL36A_17_1112	
221756	MGC39372		
266783	PSMD2P1		
100128027	LOC100128027		
28491	IGHD5-12	DK1,IGHD512	
29062	WDR91		ENSG00000105875
2873	GPS1	COPS1,CSN1	ENSG00000169727
9046	DOK2	p56DOK,p56dok-2	ENSG00000147443
100128384	VN1R65P		
544322	OA28		
100271064	RPS14P2	RPS14_2_132	
85314	ERVE-1	ERVE1,HERV-E1,HERVE1	
283713	LOC283713		
55904	MLL5	HDCMC04P,KMT2E	ENSG00000005483
57661	PHRF1	RNF221	ENSG00000070047
28477	IGHJ4	JH4b	
64093	SMOC1	OAS	ENSG00000198732
2535	FZD2	Fz2,fz-2,fzE2,hFz2	ENSG00000180340
100189273	TRNAL24		
644509	RBM22P6		
2412	FRA7E		
474216	BP20		
100506681	JARID2-AS1		
25890	ABI3BP	NESHBP,TARSH	ENSG00000154175
388228	SBK1	Sbk	ENSG00000188322
728936	NBPF16	AG3	ENSG00000203827
100126346	MIR190B	MIRN190B	
2017	CTTN	EMS1	ENSG00000085733
100861519	GDNF-AS1	GDNFOS	
10219	KLRG1	2F1,CLEC15A,MAFA,MAFA-2F1,MAFA-L,MAFA-LIKE	ENSG00000139187
338645	LUZP2	KFSP2566,PRO6246	ENSG00000187398
100128745	RPLP1P8	RPLP1_2_758	
100422974	MIR3178		
10188	TNK2	ACK,ACK-1,ACK1,p21cdc42Hs	ENSG00000061938
83667	SESN2	HI95,SES2,SEST2	ENSG00000130766
441194	PMS2CL	PMS2P13	
3841	KPNA5	IPOA6,SRP6	ENSG00000196911
84692	CCDC54	NYD-SP17	ENSG00000138483
132200	C3orf49		
87688	RPL7AP50	RPL7A_23_1048	
100289220	LTV1P1		
