"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL490129","SANGUINARIUM CHLORIDE","FEN1","","","active"
"CHEMBL1328968","MELENGESTROL ACETATE","NFE2L2","","","active"
"CHEMBL417799","SANGUINARIUM","MAPK1","","","Active"
"CHEMBL571700","BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE","AR","","","active"
"CHEMBL138649","6-HYDROXYFLAVONE","BRCA1","","","active"
"CHEMBL1135","DIMETHYLAMINOETHANOL","AR","","","active"
"CHEMBL1420","PRALIDOXIME","ACHE","22206546","","Active"
"CHEMBL1201","THIOTHIXENE","ATXN2","","","active"
"CHEMBL1402420","PIFEXOLE","BRCA1","","","active"
"CHEMBL1447476","BITHIONOLATE SODIUM","ALOX15B","","","Active"
"CHEMBL458855","3-CHLOROBENZOPEROXOIC ACID","PTPN1","18595691","","Active"
"CHEMBL80155","AG-34","ALDH1A1","","","Active"
"CHEMBL51085","EBSELEN","VDR","","","active"
"CHEMBL30816","DICHLOROISOPROTERENOL","ADRB2","2903243","","Active"
"CHEMBL43","AMSACRINE","TOP2A","19155103","","Active"
"CHEMBL55400","PROFLAVINE","HTT","","","Active"
"CHEMBL428690","ALVOCIDIB","CDK9","23301767","","Active"
"CHEMBL1160028","TETRAIDOFLUORESCEIN","FEN1","","","active"
"CHEMBL257158","N-ACETYLGLUCOSAMINE THIAZOLINE","HEXA","20822912","","Active"
"CHEMBL486422","DAIDZIN","ATAD5","","","Active"
"CHEMBL35482","PD-98059","TP53","","","Active"
"CHEMBL1231","OXYBUTYNIN","CYP2D6","22931300","","Active"
"CHEMBL1522984","DNDI1417085","TARDBP","","","active"
"CHEMBL1790006","TOLONIUM CHLORIDE","ATAD5","","","Active"
"CHEMBL1604375","FENTHION","CYP3A4","","","Active"
"CHEMBL601550","GNF-PF-4612","USP1","","","active"
"CHEMBL406845","AG-1879","FYN","","","active"
"CHEMBL234338","5,6,7,8,4'-PENTAHYDROXYFLAVONE","POLH","","","active"
"CHEMBL1412710","8-GERANYLOXY PSORALEN","CYP3A4","","","Active"
"CHEMBL672","FENOFIBRATE","TP53","16680159","","Active"
"CHEMBL1688852","VALNEMULIN","AR","","","active"
"CHEMBL77030","TYRPHOSTIN 47","ALOX15","","","Active"
"CHEMBL86931","A-70108","DRD1","","","active"
"CHEMBL1562","HOMOVANILLIC ACID","CBX1","","","Active"
"CHEMBL403183","BAY-11-7082","DRD1","","","Active"
"CHEMBL575867","4-CHLOROMERCURIBENZOIC ACID","CYP3A4","","","Active"
"CHEMBL421","SULFASALAZINE","MAPT","","","Active"
"CHEMBL7634","OXOTREMORINE","CYP2D6","","","Active"
"CHEMBL64894","GENTIAN VIOLET","AR","","","active"
"CHEMBL1372341","PIRENOXINE","GLS","","","active"
"CHEMBL1256752","FLUPIRTINE MALEATE","APAF1","","","active"
"CHEMBL580609","TCMDC-125614","HTT","","","Active"
"CHEMBL47814","DIMETHYLPHENYLPIPERAZINIUM IODIDE","APOBEC3A","","","Active"
"CHEMBL1306556","4'-EPICHAETOVIRIDIN A","POLH","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2A","22867019","","Active"
"CHEMBL482581","ESCULIN","HSD17B10","","","Active"
"CHEMBL247378","7-NITROINDAZOLE","HPGD","","","Active"
"CHEMBL1505471","LOMOFUNGIN","FEN1","","","active"
"CHEMBL423192","ANISOMYCIN","ATAD5","","","active"
"CHEMBL582764","TCMDC-124240","PLK1","","","active"
"CHEMBL533293","GNF-PF-1852","POLK","","","active"
"CHEMBL6246","ELLAGIC ACID","TDP1","","","Active"
"CHEMBL249448","REL-3,4-DICAFFEOYLQUINIC ACID","APP","22921742","","Active"
"CHEMBL1967878","CENISERTIB","SRC","","","active"
"CHEMBL601385","GNF-PF-5061","TARDBP","","","active"
"CHEMBL506048","C-1027","CHEK1","17978180","","Active"
"CHEMBL1358709","AZOCYCLOTIN","VDR","","","active"
"CHEMBL482967","CYC-116","AURKB","20462263","","Active"
"CHEMBL252722","ROBUSTONE","CYP3A4","","","Active"
"CHEMBL1201043","CEPHAPIRIN SODIUM","POLK","","","active"
"CHEMBL1410398","PIMARIC ACID","RARA","24799257","","Active"
"CHEMBL807","MEMANTINE","GRIN1, GRIN2A","20361801","","Active"
"CHEMBL1235157","PENTABROMOPHENOL","BAZ2B","","","Active"
"CHEMBL1095515","SCLEROTIORIN","WRN","","","active"
"CHEMBL803","CYTARABINE","NCOA3","","","active"
"CHEMBL1064","SIMVASTATIN","CYP3A4","22931300","","Active"
"CHEMBL7002","CIGLITAZONE","USP1","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2B","22364746","","Active"
"CHEMBL486059","PERVILLEINE B","ABCB1","11754602","","Active"
"CHEMBL465251","DEMETHYLZEYLASTERONE","TOP2A","11678653","","Active"
"CHEMBL57","NEVIRAPINE","CYP1A2","22931300","","Active"
"CHEMBL1084546","PF-562271","MAP4K5","","","active"
"CHEMBL601616","SJ000191886","CYP2C19","","","Active"
"CHEMBL1201043","CEPHAPIRIN SODIUM","POLI","","","active"
"CHEMBL1529609","NSC-125910","HSD17B10","","","Active"
"CHEMBL445332","SALVINORIN A","OPRK1","22204910","","Active"
"CHEMBL1221986","WITHAFERIN A","AURKB","24079846","","Active"
"CHEMBL180570","MEDRONIC ACID","BAZ2B","","","Active"
"CHEMBL1146","CEFAMANDOLE","ABCC4","22166395","","Active"
"CHEMBL461471","(+)-ZONAROL","DHRS9","19188072","","Active"
"CHEMBL744","RILUZOLE","RAB9A","","","Active"
"CHEMBL1330022","AMINACRINE HYDROCHLORIDE","SMARCA2","","","active"
"CHEMBL145","CAFFEIC ACID","GAA","","","Active"
"CHEMBL1329029","TETROQUINONE","MAPT","","","Active"
"CHEMBL602954","SJ000292689","BAZ2B","","","Active"
"CHEMBL28079","ZAPRINAST","ALDH1A1","","","Active"
"CHEMBL24828","VANDETANIB","AXL","","","active"
"CHEMBL1328919","CLOROPHENE","RXRA","","","active"
"CHEMBL1980391","RG-1530","CDK5","","","active"
"CHEMBL1208858","CALMIDAZOLIUM CHLORIDE","NPSR1","","","Active"
"CHEMBL595","PIOGLITAZONE","PPARG","16680159","","Active"
"CHEMBL458328","5,8,11,14-EICOSATETRAYNOIC ACID","POLK","","","active"
"CHEMBL1334033","PERHEXILINE MALEATE","MITF","","","Active"
"CHEMBL252920","BERKELEYACETAL A","MMP3","17970594","","Active"
"CHEMBL537","HYDROQUINONE","NFKB1","","","Active"
"CHEMBL275311","RO-137410","CYP2D6","","","Active"
"CHEMBL294264","PURPURIN","BRCA1","","","Active"
"CHEMBL451197","OXIDOPAMINE HYDROCHLORIDE","CBX1","","","active"
"CHEMBL1452227","DNDI1417013","RAB9A","","","Active"
"CHEMBL1369257","PHENYLSTIBONIC ACID","TDP1","","","Active"
"CHEMBL509032","TAE-684","AXL","","","active"
"CHEMBL1591080","METHOXYVONE","CYP3A4","","","Active"
"CHEMBL58","MITOXANTRONE","THPO","","","Active"
"CHEMBL388979","1-BENZYLMALEIMIDE","PLK1","","","active"
"CHEMBL297453","EPIGALOCATECHIN GALLATE","AR","","","active"
"CHEMBL1673039","XMD8-85","MAPK7","21412406","","Active"
"CHEMBL507","N-METHYLHISTAMINE","EHMT2","","","Active"
"CHEMBL1514361","NALOXONE METHIODIDE","CTDSP1","","","active"
"CHEMBL1606248","IRETOL","POLK","","","active"
"CHEMBL1980297","ILORASERTIB","MAP2K1","","","active"
"CHEMBL1591080","METHOXYVONE","SMN1, SMN2","","","Active"
"CHEMBL786","TAMOXIFEN CITRATE","BAZ2B","","","Active"
"CHEMBL514499","GW843682X","KDR","","","active"
"CHEMBL370252","FLUMEQUINE","EHMT2","","","Active"
"CHEMBL1410006","6,4'-DIMETHOXYFLAVONE","HSD17B10","","","Active"
"CHEMBL1200478","DYCLONINE HYDROCHLORIDE","AR","","","active"
"CHEMBL1255834","BW-723C86","MTOR","","","Active"
"CHEMBL1164954","5-FLUORO-6-AMIDO-UMP","UMPS","20452222","","Active"
"CHEMBL941","IMATINIB","SFN","21962576","","Active"
"CHEMBL359744","DOXORUBICIN HYDROCHLORIDE","MAPT","","","Active"
"CHEMBL1289260","AG-26","FPR2","20870313","","Active"
"CHEMBL323533","EQUILIN","APEX1","","","active"
"CHEMBL279956","QUISQUALATE","KDM4E","","","Active"
"CHEMBL1201754","RUFINAMIDE","CBX1","","","Active"
"CHEMBL28","APIGENIN","NFE2L2","","","active"
"CHEMBL565612","SOTRASTAURIN","MAP4K4","","","active"
"CHEMBL1516890","GW441756X","MAP4K4","","","active"
"CHEMBL56393","AG-538","L3MBTL1","","","active"
"CHEMBL496","HEXACHLOROPHENE","RAPGEF3","","","active"
"CHEMBL449081","AGROCLAVINE","EHMT2","","","Active"
"CHEMBL366861","FUMARPROTOCETRARIC ACID","KAT2A","","","Active"
"CHEMBL406845","AG-1879","MAP2K2","","","active"
"CHEMBL1326149","CEPHALOSPORIN C ZINC SALT","KDM4E","","","Active"
"CHEMBL482767","SNS-314","ZAK","","","active"
"CHEMBL1726","NISOLDIPINE","EHMT2","","","Active"
"CHEMBL1873440","MESOTRIONE","NFE2L2","","","active"
"CHEMBL114544","PYRIDINE-2-CARBOTHIOIC ACID PHENYLAMIDE","RAB9A","","","Active"
"CHEMBL1980297","ILORASERTIB","KIT","","","active"
"CHEMBL179611","2-HYDROXYPHENAZINE 5,10-DIOXIDE","KDM4A","","","Active"
"CHEMBL51483","GOSSYPOL","RECQL","","","Active"
"CHEMBL565612","SOTRASTAURIN","AKT1","","","active"
"CHEMBL586982","GNF-PF-5478","EHMT2","","","Active"
"CHEMBL76904","TYRPHOSTIN 23","KDM4E","","","Active"
"CHEMBL125044","GNF-PF-2812","RAB9A","","","Active"
"CHEMBL232201","BENZIODARONE","USP1","","","active"
"CHEMBL405110","METHYLTHIONINIUM CHLORIDE","AR","","","active"
"CHEMBL192627","CHLORANIL","ALDH1A1","","","Active"
"CHEMBL466426","DIFENOCONAZOLE","PPARD","","","active"
"CHEMBL418068","RHEIN","WRN","","","active"
"CHEMBL532160","TCMDC-125587","IDH1","","","active"
"CHEMBL223360","LINIFANIB","FLT4","","","active"
"CHEMBL565612","SOTRASTAURIN","CAMK2G","","","active"
"CHEMBL163","RITONAVIR","ABCB1","17664327","","Active"
"CHEMBL253570","GOSSYPETIN","MAPT","","","Active"
"CHEMBL422648","PRULIFLOXACIN","AR","","","active"
"CHEMBL9470","SHIKONIN","RECQL","","","Active"
"CHEMBL120563","THIRAM","RXRA","","","active"
"CHEMBL83747","PSAMMAPLIN A","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","25884112","","Active"
"CHEMBL43528","AZETIDINE-2,4-DICARBOXYLIC ACID","CYP2C19","","","Active"
"CHEMBL296586","KENPAULLONE","FLT4","","","active"
"CHEMBL261557","TYRPHOSTIN AG-835","CBX1","","","Active"
"CHEMBL1439099","NAFRONYL OXALATE","BAZ2B","","","Active"
"CHEMBL1983268","ENTRECTINIB","FLT4","","","active"
"CHEMBL581910","GNF-PF-3501","RAB9A","","","Active"
"CHEMBL1201328","CARPHENAZINE","GMNN","","","active"
"CHEMBL532160","TCMDC-125587","EHMT2","","","Active"
"CHEMBL1200883","THONZONIUM BROMIDE","HSP90AA1","","","active"
"CHEMBL107498","DECANOIC ACID","TSHR","","","Active"
"CHEMBL1087","MEPIVACAINE","CYP1A2","22931300","","Active"
"CHEMBL151","LUTEOLIN","KDM4E","","","Active"
"CHEMBL145","CAFFEIC ACID","EHMT2","","","Active"
"CHEMBL590706","SJ000047240","NFE2L2","","","Active"
"CHEMBL514409","HESPERADIN","TTK","19035792","inhibition","Active"
"CHEMBL1192517","BIFEMELANE","CYP3A4","","","Active"
"CHEMBL61","PODOFILOX","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","17765552","","Active"
"CHEMBL462314","NSC-22225","POLK","","","active"
"CHEMBL1606","TCMDC-123920","ATXN2","","","active"
"CHEMBL1434","MINOCYCLINE","CYP3A4","22931300","","Active"
"CHEMBL470503","COLUBRINIC ACID","GLI1","18842418","","Active"
"CHEMBL429335","CID 752709","PKM","","","Active"
"CHEMBL1865916","MOLINATE","NFE2L2","","","active"
"CHEMBL239559","ISOORIENTIN","RACGAP1","","","active"
"CHEMBL1725279","SP-600125","FLT1","","","active"
"CHEMBL723","CARVEDILOL","KDM4E","","","Active"
"CHEMBL602365","GNF-PF-3515","FEN1","","","active"
"CHEMBL66953","PURPUROGALLIN","BLM","","","Active"
"CHEMBL515617","NSC-724440","IDH1","","","active"
"CHEMBL1516890","GW441756X","CAMK2G","","","active"
"CHEMBL151","LUTEOLIN","GAA","","","Active"
"CHEMBL458094","4-HYDROXYDERRICIN","ATXN2","","","active"
"CHEMBL165064","ISOKAEMPFERIDE","APEX1","","","active"
"CHEMBL527585","TCMDC-125738","NFE2L2","","","Active"
"CHEMBL164841","TECHTOCHRYSIN","CYP3A4","","","Active"
"CHEMBL1397308","(+)-THALIPORPHINE","THRB","","","Active"
"CHEMBL528694","SJ000113257","ATXN2","","","active"
"CHEMBL1989853","GNF-PF-5007","WHSC1","","","active"
"CHEMBL1980391","RG-1530","JAK3","","","active"
"CHEMBL584458","GNF-PF-3996","NFE2L2","","","active"
"CHEMBL168276","3,5-DINITROCATECHOL (OR-486)","POLK","","","active"
"CHEMBL1504679","DNDI1417156","KDM4A","","","Active"
"CHEMBL490355","SULFURETIN","POLK","","","active"
"CHEMBL1226","AMINODIMETHOXYQUINAZOLINYLPIPERAZINE","RACGAP1","","","active"
"CHEMBL601528","MMV007363","KCNH2","","","Active"
"CHEMBL107","COLCHICINE","CYP2D6","22931300","","Active"
"CHEMBL1065","METHYSERGIDE","VDR","","","active"
"CHEMBL576409","GNF-PF-1919","S1PR2","","","Active"
"CHEMBL2449003","ENDO-ATROPINE","CYP1A2","22931300","","Active"
"CHEMBL485053","LEUCETTAMINE B","DYRK2","22998443","","Active"
"CHEMBL712","ANISINDIONE","SMN1, SMN2","","","Active"
"CHEMBL267548","PROTOPORPHYRIN","WRN","","","active"
"CHEMBL530733","TCMDC-124059","CYP2C9","","","Active"
"CHEMBL50894","ALSTERPAULLONE","PDPK1","","","active"
"CHEMBL528791","TCMDC-125142","GLP1R","","","active"
"CHEMBL1563","DAUNORUBICIN HYDROCHLORIDE","USP1","","","active"
"CHEMBL1607480","OXYTETRACYCLINE HYDROCHLORIDE","GLS","","","active"
"CHEMBL1040","25-HYDROXYCHOLECALCIFEROL","AR","","","active"
"CHEMBL120563","THIRAM","JAK2","","","Active"
"CHEMBL1329443","NSC-319994","NFE2L2","","","Active"
"CHEMBL135","ESTRADIOL","RORC","","","active"
"CHEMBL373751","GSK-319347A","YES1","","","active"
"CHEMBL1289","HALOPROGIN","GMNN","","","active"
"CHEMBL1256655","AMSACRINE HYDROCHLORIDE","GMNN","","","active"
"CHEMBL1371770","PIRIBEDIL","CYP2D6","","","Active"
"CHEMBL1563","DAUNORUBICIN HYDROCHLORIDE","ERG","","","active"
"CHEMBL429095","NSC-95397","ALDH1A1","","","Active"
"CHEMBL1712057","OXYCARBOXIN","AR","","","active"
"CHEMBL2177349","HALICLONADIAMINE","EPAS1, HIF1A","22928967","","Active"
"CHEMBL44657","ETOPOSIDE","TOP2A","25466187","","Active"
"CHEMBL49120","PD-0166285","SYK","","","active"
"CHEMBL601757","GNF-PF-2272","GMNN","","","active"
"CHEMBL72628","2-PICOLINIC ACID","BAZ2B","","","Active"
"CHEMBL1230165","SILMITASERTIB","CSNK2A1","22832316","","Active"
"CHEMBL50894","ALSTERPAULLONE","CSNK1G2","","","active"
"CHEMBL3125702","AMG-232","NR1I2","24456472","","Active"
"CHEMBL602759","GNF-PF-4864","GFER","","","Active"
"CHEMBL31088","DEOXIEPINEPHRINE","HSD17B10","","","Active"
"CHEMBL186141","ANDROGRAPHOLIDE","RELA","22026410","","Active"
"CHEMBL130493","SILYCHRISTIN","SLCO2B1","23401473","","Active"
"CHEMBL12014","HARMAN","CYP2D6","","","Active"
"CHEMBL1421","DASATINIB","FGFR1","","","active"
"CHEMBL290352","CEP-1347","MAP4K4","24044867","","Active"
"CHEMBL123904","NU-1025","CYP1A2","","","Active"
"CHEMBL267099","TUBERCIDIN","NFE2L2","","","active"
"CHEMBL13470","SNC-80","CYP3A4","","","Active"
"CHEMBL533602","TCMDC-125544","HTT","","","Active"
"CHEMBL189753","XCT790","EHMT2","","","Active"
"CHEMBL414883","RADICICOL","HSP90AB1","17603540","","Active"
"CHEMBL1437","NOREPINEPHRINE","POLI","","","active"
"CHEMBL531268","TCMDC-123927","ATAD5","","","Active"
"CHEMBL193","NIFEDIPINE","RGS4","","","active"
"CHEMBL252556","IDEBENONE","VDR","","","active"
"CHEMBL210208","PYROGALLOL RED","VDR","","","active"
"CHEMBL277535","BIFONAZOLE","AR","","","active"
"CHEMBL2094789","DNDI1417548","KDM4E","","","Active"
"CHEMBL1190711","BAY-613606","STK3","","","active"
"CHEMBL244888","NIFUROXAZIDE","NFE2L2","","","Active"
"CHEMBL12831","IMAZODAN","CYP2D6","","","Active"
"CHEMBL522983","NSC-19803","KDM4A","","","Active"
"CHEMBL33845","DICHLOROPHEN","TP53","","","active"
"CHEMBL506247","TANNIC ACID","USP2","","","Active"
"CHEMBL1997854","VERMISTATIN","CASP1","22295871","","Active"
"CHEMBL383322","RESIQUIMOD","TLR7, TLR8","24383475","","Active"
"CHEMBL543876","GBR-12909","MPHOSPH8","","","Active"
"CHEMBL1160819","AMMONIA SOLUTION, STRONG","THRB","22324546","","Active"
"CHEMBL578512","GNF-PF-67","EHMT2","","","Active"
"CHEMBL85109","ORTHOTOLIDINE","ESR1","","","active"
"CHEMBL17157","TERFENADINE","THPO","","","Active"
"CHEMBL86931","A-70108","CYP2C9","","","Active"
"CHEMBL590706","SJ000047240","APOBEC3A","","","Active"
"CHEMBL1086440","TRICLABENDAZOLE","HSP90AA1","","","active"
"CHEMBL533226","TCMDC-123764","NFE2L2","","","Active"
"CHEMBL514409","HESPERADIN","IGF1R","19035792","inhibition","Active"
"CHEMBL580155","GNF-PF-372","CBX1","","","active"
"CHEMBL1622","FOLIC ACID","FOLR2","","","Active"
"CHEMBL600334","GNF-PF-308","MTOR","","","active"
"CHEMBL1420370","DNDI1417719","CYP2C9","","","Active"
"CHEMBL1901818","BROMETHALIN","NFE2L2","","","active"
"CHEMBL250212","SORBIC ACID","AR","","","active"
"CHEMBL491636","BELACTOSIN A","PSMB5","23547757","","Active"
"CHEMBL51","KETANSERIN","CYP2C19","","","Active"
"CHEMBL1484","NICARDIPINE","DRD1","","","Active"
"CHEMBL581044","GNF-PF-321","BAZ2B","","","Active"
"CHEMBL296586","KENPAULLONE","NR0B1","","","active"
"CHEMBL1320453","DNDI1417025","CYP2C19","","","Active"
"CHEMBL57","NEVIRAPINE","ABCG2","21189339","","Active"
"CHEMBL252915","SESAMIN","TARDBP","","","active"
"CHEMBL249697","BMS-345541","AURKB","","","active"
"CHEMBL538943","VINORELBIN DITARTRATE","JUN","","","active"
"CHEMBL203191","KRESOXIM-METHYL","AR","","","active"
"CHEMBL1255778","BENSERAZIDE HYDROCHLORIDE","ALPI","","","Active"
"CHEMBL482050","ALPHA,BETA-DEHYDROCURVULARIN","NPSR1","","","Active"
"CHEMBL482967","CYC-116","BLK","","","active"
"CHEMBL2104423","NARASIN","AR","","","active"
"CHEMBL444478","ACETOSIDE","POLK","","","active"
"CHEMBL165","RESVERATROL","AKT1","17513867","","Active"
"CHEMBL600347","GNF-PF-1184","TP53","","","Active"
"CHEMBL1356238","PYRITHIONE","SMAD3","","","active"
"CHEMBL1423","PIMOZIDE","CYP2D6","","","Active"
"CHEMBL592676","ISOSILYBIN A","SLCO2B1","23401473","","Active"
"CHEMBL1200667","ENCLOMIPHENE CITRATE","AR","","","active"
"CHEMBL10","SB-203580","PRKD2","","","active"
"CHEMBL601146","GNF-PF-2335","MITF","","","Active"
"CHEMBL384467","DEXAMETHASONE","NR3C1","23276449","","Active"
"CHEMBL438139","ROCAGLAMIDE","NFE2L2","","","active"
"CHEMBL259084","MLN-8054","EGFR","","","active"
"CHEMBL258844","AKT INHIBITOR VIII","ACP1","","","active"
"CHEMBL384903","NS-1619","CYP2C19","","","Active"
"CHEMBL210208","PYROGALLOL RED","BAZ2B","","","Active"
"CHEMBL1256919","HYDRASTINE","CYP2C19","","","Active"
"CHEMBL50","QUERCETIN","TOP2A","7769390","","Active"
"CHEMBL1980297","ILORASERTIB","CAMK2B","","","active"
"CHEMBL242011","HINOKININ","SLC6A1","24112084","","Active"
"CHEMBL46516","FLUSPIRILENE","CBX1","","","Active"
"CHEMBL587229","TCMDC-124447","NFE2L2","","","Active"
"CHEMBL1420457","DNDI1417697","IDH1","","","active"
"CHEMBL578512","GNF-PF-67","CASP1","","","Active"
"CHEMBL43","AMSACRINE","TOP2A","25626146","","Active"
"CHEMBL1520188","CLODRONATE DISODIUM","KMT2A","","","Active"
"CHEMBL283196","ALPHA-NAPHTHOFLAVONE","HSD17B10","","","Active"
"CHEMBL1908360","EVEROLIMUS","AR","","","active"
"CHEMBL205596","CHOLIC ACID","PLA2G1B","19102680","","Active"
"CHEMBL482967","CYC-116","ROCK1","","","active"
"CHEMBL463783","NSC-130813","FEN1","","","active"
"CHEMBL34704","U-0126","EHMT2","","","Active"
"CHEMBL379975","681640","TAOK1","","","active"
"CHEMBL59","DOPAMINE","APEX1","","","active"
"CHEMBL473535","FENTICLOR","HSP90AA1","","","active"
"CHEMBL1415851","DNDI1416975","TARDBP","","","active"
"CHEMBL1201156","NORTRIPTYLINE HYDROCHLORIDE","KCNH2","","","active"
"CHEMBL374632","CID 94381","RAB9A","","","Active"
"CHEMBL28626","MORIN","FEN1","","","Active"
"CHEMBL705","ALITRETINOIN","RXRA","7807131","","Active"
"CHEMBL587433","TCMDC-123811","GMNN","","","active"
"CHEMBL103552","LAVENDUSTIN A","VDR","","","active"
"CHEMBL415","CLOMIPRAMINE","PPARD","","","active"
"CHEMBL584458","GNF-PF-3996","XBP1","","","Active"
"CHEMBL584442","GNF-PF-4659","MAPT","","","Active"
"CHEMBL1256865","GR-89696","KCNH2","","","active"
"CHEMBL1256484","N-METHYLDOPAMINE HCL","GFER","","","Active"
"CHEMBL517712","ATROPINE","CHRM1","23062550","","Active"
"CHEMBL1394328","(-)-THALIPORPHINE","CYP2D6","","","Active"
"CHEMBL22062","TCMDC-124356","RAD52","","","active"
"CHEMBL1010","CEFOTAXIME SODIUM","APEX1","","","active"
"CHEMBL210868","AURIN","PAX8","","","active"
"CHEMBL496","HEXACHLOROPHENE","AR","","","active"
"CHEMBL313737","CY-208243","VDR","","","active"
"CHEMBL2068237","CISPLATIN","NFE2L2","","","active"
"CHEMBL1878267","FLUAZINAM","NR1H4","","","active"
"CHEMBL85685","CHRYSENE","NFE2L2","","","active"
"CHEMBL50894","ALSTERPAULLONE","CDK8","","","active"
"CHEMBL187216","NCI-13239","CYP1A2","","","Active"
"CHEMBL1782605","CONICASTEROL D","NR1H4","21428459","","Active"
"CHEMBL528181","GNF-PF-4085","GBA","","","Active"
"CHEMBL284328","HOMIDIUM BROMIDE","NR1H4","","","active"
"CHEMBL294264","PURPURIN","ALOX15","","","Active"
"CHEMBL154580","ZM-449829","HSD17B10","","","Active"
"CHEMBL1439833","DNDI1417995","GLP1R","","","active"
"CHEMBL1200862","METYROSINE","CYP2D6","22931300","","Active"
"CHEMBL244023","GNF-PF-98","GMNN","","","active"
"CHEMBL38508","GW0742","KAT2A","","","Active"
"CHEMBL253969","OSI-632","MINK1","","","active"
"CHEMBL31020","DECA-1,9-DIENE","PPARD","","","active"
"CHEMBL1594935","CYSTAMINE DIHYDROCHLORIDE","MAPT","","","Active"
"CHEMBL461101","ELTROMBOPAG","SLCO1B3","21422191","","Active"
"CHEMBL586982","GNF-PF-5478","NFE2L2","","","active"
"CHEMBL1980715","LAUROGUADINE","CHUK","","","active"
"CHEMBL83899","RS-67506","CYP2C19","","","Active"
"CHEMBL587259","TCMDC-124479","CYP1A2","","","Active"
"CHEMBL273273","5-OH-DPAT","DRD2","3783613","","Active"
"CHEMBL1256180","5-(N-METHYL-N-ISOBUTYL)AMILORIDE","KCNH2","","","active"
"CHEMBL600103","GNF-PF-1872","NPC1","","","Active"
"CHEMBL87333","CIS-RESVERATROL","MAPT","","","Active"
"CHEMBL12856","INAMRINONE","CYP1A2","","","Active"
"CHEMBL1597075","MERADIMATE","GMNN","","","active"
"CHEMBL1205","NELFINAVIR MESYLATE","ATXN2","","","active"
"CHEMBL108829","2-PHENYLPHENOL","HSD17B10","","","Active"
"CHEMBL119264","GR-55562","CYP2D6","","","Active"
"CHEMBL509999","AROMOLINE","RAD52","","","active"
"CHEMBL56393","AG-538","CYP3A4","","","Active"
"CHEMBL491473","CEDIRANIB","ALK","","","active"
"CHEMBL1201153","ISOETHARINE MESYLATE","ADRB2","","","Active"
"CHEMBL582503","GNF-PF-2936","FEN1","","","active"
"CHEMBL578512","GNF-PF-67","EYA2","","","Active"
"CHEMBL1256737","METHIOTHEPIN MESYLATE","KDM4A","","","Active"
"CHEMBL589924","SJ000071821","POLB","","","Active"
"CHEMBL1984884","NSC-111847","EHMT2","","","Active"
"CHEMBL1255656","6,7-ADTN HYDROBROMIDE","DRD3","","","active"
"CHEMBL261693","GNF-PF-3832","AGTR1","","","Active"
"CHEMBL600173","SJ000200944","SMAD3","","","active"
"CHEMBL614","PYRAZINAMIDE","CYP2D6","22931300","","Active"
"CHEMBL313971","ZUCAPSAICIN","CYP2C9","","","Active"
"CHEMBL463914","MANOALIDE","DHX36","22394195","","Active"
"CHEMBL34259","METHOTREXATE","CYP2D6","22931300","","Active"
"CHEMBL43","AMSACRINE","HSD17B10","","","Active"
"CHEMBL601757","GNF-PF-2272","BLM","","","Active"
"CHEMBL12014","HARMAN","HSD17B10","","","Active"
