ensembl_id	ensembl_gene_symbol	ensembl_gene_biotype
ENSG00000263382	RP11-552O4.1	LINCRNA
ENSG00000244701	RP5-894A10.2	PROCESSED_TRANSCRIPT
ENSG00000225691	HLA-C	PROTEIN_CODING
ENSG00000070814	TCOF1	PROTEIN_CODING
ENSG00000260297	AC005086.5	PSEUDOGENE
ENSG00000221348	MIR548F5	MIRNA
ENSG00000170638	TRABD	PROTEIN_CODING
ENSG00000244259	AP000797.1	PSEUDOGENE
ENSG00000228304	OR4K6P	PSEUDOGENE
ENSG00000143436	MRPL9	PROTEIN_CODING
ENSG00000229700	RP1-130G2.1	PSEUDOGENE
ENSG00000200201	Y_RNA	MISC_RNA
ENSG00000251297	TUBB7P	PSEUDOGENE
ENSG00000207148	Y_RNA	MISC_RNA
ENSG00000227122	PRRT1	PROTEIN_CODING
ENSG00000179144	GIMAP7	PROTEIN_CODING
ENSG00000121289	CEP89	PROTEIN_CODING
ENSG00000252038	AC068704.2	MIRNA
ENSG00000213931	HBE1	PROTEIN_CODING
ENSG00000173157	ADAMTS20	PROTEIN_CODING
ENSG00000237510	AC008268.2	PSEUDOGENE
ENSG00000205771	CATSPER2P1	PSEUDOGENE
ENSG00000230624	DDX39B	PROTEIN_CODING
ENSG00000101367	MAPRE1	PROTEIN_CODING
ENSG00000265271	MIR4720	MIRNA
ENSG00000212226	U6	SNRNA
ENSG00000248594	AC003029.1	PSEUDOGENE
ENSG00000241286	RPL29P25	PSEUDOGENE
ENSG00000264450	RP5-1110E20.1	ANTISENSE
ENSG00000213160	KLHL23	PROTEIN_CODING
ENSG00000132481	TRIM47	PROTEIN_CODING
ENSG00000241073	RP4-714D9.2	PROCESSED_TRANSCRIPT
ENSG00000130413	STK33	PROTEIN_CODING
ENSG00000242764	METAZOA_SRP	MISC_RNA
ENSG00000061273	HDAC7	PROTEIN_CODING
ENSG00000201533	7SK	MISC_RNA
ENSG00000015171	ZMYND11	PROTEIN_CODING
ENSG00000212237	RN5S18	RRNA
ENSG00000264658	MIR4798	MIRNA
ENSG00000236098	RP11-148B18.4	LINCRNA
ENSG00000199283	U1	SNRNA
ENSG00000237374	AC007680.2	LINCRNA
ENSG00000163792	TCF23	PROTEIN_CODING
ENSG00000236003	AC007050.17	ANTISENSE
ENSG00000213246	SUPT4H1	PROTEIN_CODING
ENSG00000201913	Y_RNA	MISC_RNA
ENSG00000255292	AP002884.2	PROTEIN_CODING
ENSG00000244193	RP11-379K17.5	PSEUDOGENE
ENSG00000256614	RP13-7D7.1	PSEUDOGENE
ENSG00000204025	TRPC5-AS1	ANTISENSE
ENSG00000260288	RP11-24M17.4	PROCESSED_TRANSCRIPT
ENSG00000255430	CASP1P1	PSEUDOGENE
ENSG00000221332	U3	SNORNA
ENSG00000264482	MIR4705	MIRNA
ENSG00000228363	AC015971.2	ANTISENSE
ENSG00000266522	RP11-805F19.4	PSEUDOGENE
ENSG00000236007	AC105921.5	PSEUDOGENE
ENSG00000223362	CDY15P	PSEUDOGENE
ENSG00000244161	FLNB-AS1	ANTISENSE
ENSG00000253025	U2	SNRNA
ENSG00000166484	MAPK7	PROTEIN_CODING
ENSG00000196866	HIST1H2AD	PROTEIN_CODING
ENSG00000077327	SPAG6	PROTEIN_CODING
ENSG00000231526	HLA-DQA2	PROTEIN_CODING
ENSG00000254777	AC022182.1	LINCRNA
ENSG00000168811	IL12A	PROTEIN_CODING
ENSG00000234752	RP11-428L9.1	LINCRNA
ENSG00000249606	TRAPPC2P7	PSEUDOGENE
ENSG00000222515	7SK	MISC_RNA
ENSG00000260040	KEL	PROTEIN_CODING
ENSG00000239605	C2ORF61	PROTEIN_CODING
ENSG00000228098	AC110620.1	PSEUDOGENE
ENSG00000133392	MYH11	PROTEIN_CODING
ENSG00000229298	RP11-70L8.1	PSEUDOGENE
ENSG00000199385	U6	SNRNA
ENSG00000231488	ABHD16A	PROTEIN_CODING
ENSG00000252315	RN5S520	RRNA
ENSG00000196661	OR8B3	PROTEIN_CODING
ENSG00000250412	KLHL2P1	PSEUDOGENE
ENSG00000206927	Y_RNA	MISC_RNA
ENSG00000255730	CTC-435M10.3	PROTEIN_CODING
ENSG00000215094	RP11-244K5.7	PSEUDOGENE
ENSG00000118454	ANKRD13C	PROTEIN_CODING
ENSG00000235368	RP11-114G11.2	PSEUDOGENE
ENSG00000100650	SRSF5	PROTEIN_CODING
ENSG00000059769	DNAJC25	PROTEIN_CODING
ENSG00000231606	RP11-344F13.1	LINCRNA
ENSG00000258650	RP11-517O13.2	PSEUDOGENE
ENSG00000230648	RP3-406P24.3	ANTISENSE
ENSG00000248234	CTD-2108O9.4	PSEUDOGENE
ENSG00000178896	EXOSC4	PROTEIN_CODING
ENSG00000214140	PRCD	PROTEIN_CODING
ENSG00000213402	PTPRCAP	PROTEIN_CODING
ENSG00000166863	TAC3	PROTEIN_CODING
ENSG00000242088	AC090602.2	PSEUDOGENE
ENSG00000234530	NFKBIL1	PROTEIN_CODING
ENSG00000250141	RP11-208N20.1	LINCRNA
ENSG00000221909	FAM200A	PROTEIN_CODING
ENSG00000099749	CYORF15A	PROTEIN_CODING
ENSG00000224192	RP11-259P1.1	ANTISENSE
ENSG00000252726	RN5S94	RRNA
ENSG00000231684	RP11-416K24.2	PSEUDOGENE
ENSG00000258537	FRMD6-AS2	LINCRNA
ENSG00000260000	RP3-467N11.1	ANTISENSE
ENSG00000132821	VSTM2L	PROTEIN_CODING
ENSG00000232192	RP11-62I21.1	ANTISENSE
ENSG00000264945	KIR3DP1	PSEUDOGENE
ENSG00000228679	RP4-676J13.2	LINCRNA
ENSG00000254101	RP11-30J20.1	LINCRNA
ENSG00000100401	RANGAP1	PROTEIN_CODING
ENSG00000011201	KAL1	PROTEIN_CODING
ENSG00000187957	DNER	PROTEIN_CODING
ENSG00000205976	RP11-404K5.2	PSEUDOGENE
ENSG00000177548	RABEP2	PROTEIN_CODING
ENSG00000260727	RP11-368N21.2	PSEUDOGENE
ENSG00000254814	RP11-535A19.1	ANTISENSE
ENSG00000150361	KLHL1	PROTEIN_CODING
ENSG00000164197	RNF180	PROTEIN_CODING
ENSG00000264904	AL139300.1	MIRNA
ENSG00000252694	AC006371.1	MIRNA
ENSG00000229522	RP11-347D21.4	LINCRNA
ENSG00000226490	AC138647.1	PROTEIN_CODING
ENSG00000217718	AC064847.4	PSEUDOGENE
ENSG00000220323	HIST2H2BC	PSEUDOGENE
ENSG00000238392	AC093668.2	MIRNA
ENSG00000175892	AC009336.1	PROTEIN_CODING
ENSG00000250321	RP11-478C6.4	PSEUDOGENE
ENSG00000184634	MED12	PROTEIN_CODING
ENSG00000249405	RP11-317O24.1	LINCRNA
ENSG00000199468	U6	SNRNA
ENSG00000184261	KCNK12	PROTEIN_CODING
ENSG00000177855	AC074182.1	PSEUDOGENE
ENSG00000255183	RP11-720D4.3	LINCRNA
ENSG00000135747	ZNF670	PROTEIN_CODING
ENSG00000262096	PCDHB19P	PSEUDOGENE
ENSG00000200742	Y_RNA	MISC_RNA
ENSG00000228243	RP11-436G20.1	PSEUDOGENE
ENSG00000133812	SBF2	PROTEIN_CODING
ENSG00000207815	MIR563	MIRNA
ENSG00000124208	TMEM189-UBE2V1	PROTEIN_CODING
ENSG00000254715	OR7E154P	PSEUDOGENE
ENSG00000229315	RP11-14I4.3	LINCRNA
ENSG00000143631	FLG	PROTEIN_CODING
ENSG00000237812	HCG9	PROCESSED_TRANSCRIPT
ENSG00000147117	ZNF157	PROTEIN_CODING
ENSG00000225504	RP11-160A10.2	LINCRNA
ENSG00000172465	TCEAL1	PROTEIN_CODING
ENSG00000179921	GPBAR1	PROTEIN_CODING
ENSG00000197991	PCDH20	PROTEIN_CODING
ENSG00000205213	LGR4	PROTEIN_CODING
ENSG00000233880	RP11-497J7.2	PSEUDOGENE
ENSG00000233235	RP5-908D6.1	PSEUDOGENE
ENSG00000249439	HMGN1P14	PSEUDOGENE
ENSG00000264309	MIR4694	MIRNA
ENSG00000248831	CTB-179I1.2	PSEUDOGENE
ENSG00000226251	RP11-15I11.3	LINCRNA
ENSG00000233913	CTC-575D19.1	PSEUDOGENE
ENSG00000250903	RP1-80B9.2	LINCRNA
ENSG00000247193	RP11-431M7.3	LINCRNA
ENSG00000187902	SHISA7	PROTEIN_CODING
ENSG00000185947	ZNF267	PROTEIN_CODING
ENSG00000144331	ZNF385B	PROTEIN_CODING
ENSG00000263939	RP11-38L15.3	ANTISENSE
ENSG00000255208	RP11-794P6.3	ANTISENSE
ENSG00000224904	RP5-934G17.6	PSEUDOGENE
ENSG00000204136	GGTA1P	PSEUDOGENE
ENSG00000229690	MTCO2P1	PSEUDOGENE
ENSG00000266657	AL583842.8	MIRNA
ENSG00000254255	CTD-2008O4.1	PSEUDOGENE
ENSG00000164164	OTUD4	PROTEIN_CODING
ENSG00000200731	U1	SNRNA
ENSG00000152760	TCTEX1D1	PROTEIN_CODING
ENSG00000166548	TK2	PROTEIN_CODING
ENSG00000179091	CYC1	PROTEIN_CODING
ENSG00000259483	RP11-930O11.2	PROCESSED_TRANSCRIPT
ENSG00000258711	RP11-218E20.3	LINCRNA
ENSG00000254924	RP11-684B2.3	PSEUDOGENE
ENSG00000266059	METAZOA_SRP	MISC_RNA
ENSG00000160298	C21ORF58	PROTEIN_CODING
ENSG00000199407	RN5S301	RRNA
ENSG00000187773	FAM69C	PROTEIN_CODING
ENSG00000207394	U6	SNRNA
ENSG00000054277	OPN3	PROTEIN_CODING
ENSG00000122180	MYOG	PROTEIN_CODING
ENSG00000206107	KRTAP27-1	PROTEIN_CODING
ENSG00000176227	CTAGE15P	PSEUDOGENE
ENSG00000203883	SOX18	PROTEIN_CODING
ENSG00000184545	DUSP8	PROTEIN_CODING
ENSG00000225975	AC074138.3	ANTISENSE
ENSG00000251196	RP11-54F2.1	PSEUDOGENE
ENSG00000222954	AC110611.1	MIRNA
ENSG00000049860	HEXB	PROTEIN_CODING
ENSG00000262849	AC098789.1	PSEUDOGENE
ENSG00000218476	RP11-108N13.1	PSEUDOGENE
ENSG00000225554	RP11-527D7.1	LINCRNA
ENSG00000225298	LINC00113	LINCRNA
ENSG00000205593	FAM116B	PROTEIN_CODING
ENSG00000174279	EVX2	PROTEIN_CODING
ENSG00000176978	DPP7	PROTEIN_CODING
ENSG00000207769	MIR586	MIRNA
ENSG00000249467	RP11-492O8.1	PSEUDOGENE
ENSG00000179938	GOLGA8J	PROTEIN_CODING
ENSG00000221091	MIR1302-5	MIRNA
ENSG00000159374	C2ORF65	PROTEIN_CODING
ENSG00000262856	PCGF7P	PSEUDOGENE
ENSG00000233094	AL592170.2	PROTEIN_CODING
ENSG00000253998	IGKV2-29	IG_V_PSEUDOGENE
ENSG00000255079	RP11-45A12.1	LINCRNA
ENSG00000132003	ZSWIM4	PROTEIN_CODING
ENSG00000212935	KRTAP10-3	PROTEIN_CODING
ENSG00000113971	NPHP3	PROTEIN_CODING
ENSG00000227562	RP11-796I2.1	ANTISENSE
ENSG00000230102	RP11-407B7.1	LINCRNA
ENSG00000214602	AC007189.2	PSEUDOGENE
ENSG00000113739	STC2	PROTEIN_CODING
ENSG00000147535	PPAPDC1B	PROTEIN_CODING
ENSG00000252485	VAULT	MISC_RNA
ENSG00000238103	RPL9P7	PSEUDOGENE
ENSG00000137171	KLC4	PROTEIN_CODING
ENSG00000235649	MXRA5P1	PSEUDOGENE
ENSG00000229182	RP11-122C21.2	PSEUDOGENE
ENSG00000249764	RP11-1299A16.1	PSEUDOGENE
ENSG00000198930	CSAG1	PROTEIN_CODING
ENSG00000244073	CTD-2284O10.1	PSEUDOGENE
ENSG00000260253	RP4-676L2.1	SENSE_OVERLAPPING
ENSG00000217067	RP11-448N11.2	PSEUDOGENE
ENSG00000201413	RN5S141	RRNA
ENSG00000233539	AC011294.3	PROTEIN_CODING
ENSG00000185920	PTCH1	PROTEIN_CODING
ENSG00000203965	EFCAB7	PROTEIN_CODING
ENSG00000222973	U2	SNRNA
ENSG00000260754	EMR4P	PSEUDOGENE
ENSG00000265314	MIR548AH	MIRNA
ENSG00000256673	RP11-599J14.2	PSEUDOGENE
ENSG00000224079	AC091729.7	ANTISENSE
ENSG00000261172	RP11-356C4.5	PROCESSED_TRANSCRIPT
ENSG00000216762	VN1R13P	PSEUDOGENE
ENSG00000204989	OR4D8P	PSEUDOGENE
ENSG00000183559	C10ORF120	PROTEIN_CODING
ENSG00000230176	RP4-779E11.3	ANTISENSE
ENSG00000263218	CTD-2561B21.7	ANTISENSE
ENSG00000258192	AL670886.2	PSEUDOGENE
ENSG00000262534	PRPF31	PROTEIN_CODING
ENSG00000161944	ASGR2	PROTEIN_CODING
ENSG00000011422	PLAUR	PROTEIN_CODING
ENSG00000248457	RP11-419C19.2	LINCRNA
ENSG00000231024	AC092431.3	LINCRNA
ENSG00000197933	ZNF823	PROTEIN_CODING
ENSG00000254688	RP11-47J17.3	ANTISENSE
ENSG00000214772	RP11-174G6.1	ANTISENSE
ENSG00000251260	WDFY3-AS1	ANTISENSE
ENSG00000238767	SNOU13	SNORNA
ENSG00000201850	Y_RNA	MISC_RNA
ENSG00000242022	OR12D3	PROTEIN_CODING
ENSG00000239920	AC015691.13	PROCESSED_TRANSCRIPT
ENSG00000265168	RP11-192H23.5	ANTISENSE
ENSG00000197013	ZNF429	PROTEIN_CODING
ENSG00000187823	ZCCHC16	PROTEIN_CODING
ENSG00000258919	RP11-1029J19.4	LINCRNA
ENSG00000207703	MIR7-2	MIRNA
ENSG00000233436	BTBD18	PROTEIN_CODING
ENSG00000230377	TCEB1P7	PSEUDOGENE
ENSG00000205002	AARD	PROTEIN_CODING
ENSG00000206043	C18ORF63	PROTEIN_CODING
ENSG00000249889	AC145124.1	PSEUDOGENE
ENSG00000259689	ABCB10P1	PSEUDOGENE
ENSG00000233735	RP11-567G24.3	ANTISENSE
ENSG00000185231	MC2R	PROTEIN_CODING
ENSG00000108576	SLC6A4	PROTEIN_CODING
ENSG00000093217	XYLB	PROTEIN_CODING
ENSG00000182150	ERCC6L2	PROTEIN_CODING
ENSG00000251949	SNORD112	SNORNA
ENSG00000262911	DNAJC28	PROTEIN_CODING
ENSG00000250949	RP11-492L8.2	LINCRNA
ENSG00000101892	ATP1B4	PROTEIN_CODING
ENSG00000248469	RP11-826N14.2	PROTEIN_CODING
ENSG00000261952	POM121B	PSEUDOGENE
ENSG00000143278	F13B	PROTEIN_CODING
ENSG00000255874	LINC00346	PROTEIN_CODING
ENSG00000211770	TRBJ2-6	TR_J_GENE
ENSG00000222389	U2	SNRNA
ENSG00000206402	LY6G6D	PROTEIN_CODING
ENSG00000226754	RP5-1024G6.5	LINCRNA
ENSG00000257353	CR753309.3	PROTEIN_CODING
ENSG00000136698	CFC1	PROTEIN_CODING
ENSG00000230498	RP4-706A16.2	ANTISENSE
ENSG00000124429	POF1B	PROTEIN_CODING
ENSG00000176495	OR5AN1	PROTEIN_CODING
ENSG00000245750	RP11-279F6.1	LINCRNA
ENSG00000212998	RBM12B-AS1	PROTEIN_CODING
ENSG00000162771	FAM71A	PROTEIN_CODING
ENSG00000238362	AL158147.1	MIRNA
ENSG00000244329	UBA52P9	PSEUDOGENE
ENSG00000265016	RP11-744K17.4	PSEUDOGENE
ENSG00000265795	U6	SNRNA
ENSG00000234747	RP1-309F20.2	ANTISENSE
ENSG00000253563	NKX2-1-AS1	ANTISENSE
ENSG00000135472	FAIM2	PROTEIN_CODING
ENSG00000240821	RPL9P25	PSEUDOGENE
ENSG00000255229	RP11-304M2.3	LINCRNA
ENSG00000164237	CMBL	PROTEIN_CODING
ENSG00000141293	SKAP1	PROTEIN_CODING
ENSG00000230276	RP11-373A6.1	PSEUDOGENE
ENSG00000232019	AC074183.4	LINCRNA
ENSG00000229779	AC016751.2	LINCRNA
ENSG00000235885	AC023115.3	LINCRNA
ENSG00000197445	C16ORF47	PROTEIN_CODING
ENSG00000102882	MAPK3	PROTEIN_CODING
ENSG00000163528	CHCHD4	PROTEIN_CODING
ENSG00000204701	OR2J3	PROTEIN_CODING
ENSG00000143811	PYCR2	PROTEIN_CODING
ENSG00000211891	IGHE	IG_C_GENE
ENSG00000217482	HMGB1P17	PSEUDOGENE
ENSG00000263887	RP11-51L5.5	PSEUDOGENE
ENSG00000004776	HSPB6	PROTEIN_CODING
ENSG00000259921	AC022819.3	SENSE_INTRONIC
ENSG00000238745	SNOU13	SNORNA
ENSG00000256879	RP11-284H19.1	ANTISENSE
ENSG00000228691	NEU1	PROTEIN_CODING
ENSG00000235801	XXBAC-BPG249D20.9	PROCESSED_TRANSCRIPT
ENSG00000248243	RP11-93K22.13	LINCRNA
ENSG00000126070	EIF2C3	PROTEIN_CODING
ENSG00000132356	PRKAA1	PROTEIN_CODING
ENSG00000225302	RP11-539I5.1	ANTISENSE
ENSG00000126457	PRMT1	PROTEIN_CODING
ENSG00000227139	RP11-533N14.3	LINCRNA
ENSG00000235227	VN1R38P	PSEUDOGENE
ENSG00000187474	FPR3	PROTEIN_CODING
ENSG00000221331	MIR548Q	MIRNA
ENSG00000021776	AQR	PROTEIN_CODING
ENSG00000183423	LRIT3	PROTEIN_CODING
ENSG00000206996	U6	SNRNA
ENSG00000213478	CFL1P2	PSEUDOGENE
ENSG00000224056	PSORS1C3	PROCESSED_TRANSCRIPT
ENSG00000248968	CTD-2256P15.1	ANTISENSE
ENSG00000233158	AC097374.5	PSEUDOGENE
ENSG00000184887	BTBD6	PROTEIN_CODING
ENSG00000207692	MIR592	MIRNA
ENSG00000238303	AL592183.2	MIRNA
ENSG00000257521	AL662859.1	PROTEIN_CODING
ENSG00000258421	CTD-3014H8.1	PSEUDOGENE
ENSG00000213664	RPS16P8	PSEUDOGENE
ENSG00000199626	U6	SNRNA
ENSG00000111801	BTN3A3	PROTEIN_CODING
ENSG00000256261	AC104698.1	PSEUDOGENE
ENSG00000211779	TRAV5	TR_V_GENE
ENSG00000113758	DBN1	PROTEIN_CODING
ENSG00000238935	SNOU13	SNORNA
ENSG00000006712	PAF1	PROTEIN_CODING
ENSG00000251433	RP11-540E16.1	PSEUDOGENE
ENSG00000240050	RP1-93H18.1	PROCESSED_TRANSCRIPT
ENSG00000177807	KCNJ10	PROTEIN_CODING
ENSG00000110693	SOX6	PROTEIN_CODING
ENSG00000221521	AL158151.2	MIRNA
ENSG00000231960	XXBAC-BCX196D17.5	PROCESSED_TRANSCRIPT
ENSG00000259927	RPL7P3	PSEUDOGENE
ENSG00000102996	MMP15	PROTEIN_CODING
ENSG00000196990	FAM163B	PROTEIN_CODING
ENSG00000215146	RP11-313J2.1	PSEUDOGENE
ENSG00000255340	RP11-484D2.5	ANTISENSE
ENSG00000248492	ZFAT-AS1	ANTISENSE
ENSG00000149679	CABLES2	PROTEIN_CODING
ENSG00000104967	NOVA2	PROTEIN_CODING
ENSG00000235343	AC005301.8	LINCRNA
ENSG00000200066	Y_RNA	MISC_RNA
ENSG00000125775	SDCBP2	PROTEIN_CODING
ENSG00000255014	RP11-686G23.1	PSEUDOGENE
ENSG00000236239	RP4-758J18.9	LINCRNA
ENSG00000261972	CES5A	PROTEIN_CODING
ENSG00000226201	PSMB8	PROTEIN_CODING
ENSG00000244736	METAZOA_SRP	MISC_RNA
ENSG00000223617	RP11-54H7.2	LINCRNA
ENSG00000221083	SNORA77	SNORNA
ENSG00000105982	RNF32	PROTEIN_CODING
ENSG00000202354	RNY3	MISC_RNA
ENSG00000255524	RP11-1348G14.2	PROTEIN_CODING
ENSG00000216022	AC068062.1	MIRNA
ENSG00000254335	CDH12P1	PSEUDOGENE
ENSG00000200888	Y_RNA	MISC_RNA
ENSG00000145491	ROPN1L	PROTEIN_CODING
ENSG00000199424	Y_RNA	MISC_RNA
ENSG00000213538	KRT8P41	PSEUDOGENE
ENSG00000264454	AL049745.1	MIRNA
ENSG00000224356	RP11-151A6.4	PROCESSED_TRANSCRIPT
ENSG00000237970	RP11-20F24.5	PSEUDOGENE
ENSG00000186509	OR9Q1	PROTEIN_CODING
ENSG00000223162	RN5S280	RRNA
ENSG00000255843	AP000593.7	ANTISENSE
ENSG00000181619	GPR135	PROTEIN_CODING
ENSG00000006652	IFRD1	PROTEIN_CODING
ENSG00000253885	ARF1P3	PSEUDOGENE
ENSG00000200494	Y_RNA	MISC_RNA
ENSG00000243195	RP11-628J14.2	PSEUDOGENE
ENSG00000198963	RORB	PROTEIN_CODING
ENSG00000112186	CAP2	PROTEIN_CODING
ENSG00000184895	SRY	PROTEIN_CODING
ENSG00000076662	ICAM3	PROTEIN_CODING
ENSG00000248208	RP11-153M7.1	PSEUDOGENE
ENSG00000258242	CITF22-92A6.1	PROCESSED_TRANSCRIPT
ENSG00000237186	RP11-229A12.2	PSEUDOGENE
ENSG00000231005	RP3-481F12.1	PSEUDOGENE
ENSG00000257219	RP11-54A9.1	PROCESSED_TRANSCRIPT
ENSG00000253578	IGKV1-22	IG_V_PSEUDOGENE
ENSG00000228600	POLR2CP	PSEUDOGENE
ENSG00000224393	C6ORF25	PROTEIN_CODING
ENSG00000237989	AP001046.5	LINCRNA
ENSG00000241057	AC004985.12	PSEUDOGENE
ENSG00000250565	ATP6V1E2	PROTEIN_CODING
ENSG00000254632	RP11-21L23.4	ANTISENSE
ENSG00000207451	U6	SNRNA
ENSG00000101019	UQCC	PROTEIN_CODING
ENSG00000257019	OR13C2	PROTEIN_CODING
ENSG00000264180	MIR3135B	MIRNA
ENSG00000238069	AC021849.1	PSEUDOGENE
ENSG00000259124	RP11-187O7.3	LINCRNA
ENSG00000258735	CTD-2134A5.2	PROTEIN_CODING
ENSG00000262583	RP11-77K12.5	PSEUDOGENE
ENSG00000169800	RBMY1F	PROTEIN_CODING
ENSG00000264690	METAZOA_SRP	MISC_RNA
ENSG00000223970	RP11-598O8.1	PSEUDOGENE
ENSG00000266365	RP11-51L5.3	PSEUDOGENE
ENSG00000207738	MIR520C	MIRNA
ENSG00000265647	AL358815.1	MIRNA
ENSG00000253983	RP1-16A9.1	ANTISENSE
ENSG00000236199	RP11-264I13.2	ANTISENSE
ENSG00000224246	SFTA2	PROTEIN_CODING
ENSG00000266517	MIR4715	MIRNA
ENSG00000249357	RP11-432M8.8	PSEUDOGENE
ENSG00000223192	Y_RNA	MISC_RNA
ENSG00000176124	DLEU1	PROTEIN_CODING
ENSG00000238153	CTA-714B7.4	PSEUDOGENE
ENSG00000248783	RP11-308B16.2	LINCRNA
ENSG00000172746	RP11-344H11.4	PSEUDOGENE
ENSG00000221864	KRTAP12-2	PROTEIN_CODING
ENSG00000261466	RP11-23E10.2	LINCRNA
ENSG00000198042	MAK16	PROTEIN_CODING
ENSG00000224138	AC000123.4	ANTISENSE
ENSG00000241187	CTC-209L16.1	PSEUDOGENE
ENSG00000165168	CYBB	PROTEIN_CODING
ENSG00000216204	AC018607.1	MIRNA
ENSG00000173960	UBXN2A	PROTEIN_CODING
ENSG00000232780	RP5-871G17.5	PSEUDOGENE
ENSG00000224916	APOC4	PROTEIN_CODING
ENSG00000227811	RP4-773A18.4	LINCRNA
ENSG00000262909	SMURF2	PROTEIN_CODING
ENSG00000051180	RAD51	PROTEIN_CODING
ENSG00000187701	OR2T27	PROTEIN_CODING
ENSG00000206517	OR11A1	PROTEIN_CODING
ENSG00000113318	MSH3	PROTEIN_CODING
ENSG00000221677	AL161898.1	MIRNA
ENSG00000106443	PHF14	PROTEIN_CODING
ENSG00000229125	OR2H1	PROTEIN_CODING
ENSG00000212290	RN5S424	RRNA
ENSG00000255352	PPP1R10P1	PSEUDOGENE
ENSG00000206588	RNU1-8	SNRNA
ENSG00000188716	DUPD1	PROTEIN_CODING
ENSG00000250135	RP4-622L5.2	PROCESSED_TRANSCRIPT
ENSG00000235190	RP1-197O17.3	PSEUDOGENE
ENSG00000262234	AC008447.1	PROTEIN_CODING
ENSG00000177994	C2ORF73	PROTEIN_CODING
ENSG00000251180	CU459201.1	PROTEIN_CODING
ENSG00000169989	TIGD4	PROTEIN_CODING
ENSG00000234782	RP11-442A13.1	PSEUDOGENE
ENSG00000186111	PIP5K1C	PROTEIN_CODING
ENSG00000255201	RP11-350N15.4	ANTISENSE
ENSG00000253184	RP11-13N12.2	LINCRNA
ENSG00000260344	RP11-56L13.6	PSEUDOGENE
ENSG00000235988	RP11-495P10.4	PSEUDOGENE
ENSG00000118680	MYL12B	PROTEIN_CODING
ENSG00000165821	SALL2	PROTEIN_CODING
ENSG00000250993	RP11-404J23.1	LINCRNA
ENSG00000253937	AACP	PSEUDOGENE
ENSG00000176299	OR4M1	PROTEIN_CODING
ENSG00000103222	ABCC1	PROTEIN_CODING
ENSG00000129455	KLK8	PROTEIN_CODING
ENSG00000228433	OR7E23P	PSEUDOGENE
ENSG00000263162	HERC2	PROTEIN_CODING
ENSG00000200754	Y_RNA	MISC_RNA
ENSG00000266043	MIR3649	MIRNA
ENSG00000231431	AC131180.4	PSEUDOGENE
ENSG00000132698	RAB25	PROTEIN_CODING
ENSG00000171446	KRT27	PROTEIN_CODING
ENSG00000006659	LGALS14	PROTEIN_CODING
ENSG00000201810	U8	SNORNA
ENSG00000264189	CTD-2533G20.1	PSEUDOGENE
ENSG00000122122	SASH3	PROTEIN_CODING
ENSG00000222099	7SK	MISC_RNA
ENSG00000005302	MSL3	PROTEIN_CODING
ENSG00000259184	RP11-566K19.4	PSEUDOGENE
ENSG00000164306	CCDC111	PROTEIN_CODING
ENSG00000261324	RP11-174G6.5	SENSE_OVERLAPPING
ENSG00000144820	GPR128	PROTEIN_CODING
ENSG00000230215	EIF2B5-AS1	ANTISENSE
ENSG00000227240	RP11-563D10.1	PROCESSED_TRANSCRIPT
ENSG00000264963	METAZOA_SRP	MISC_RNA
ENSG00000223602	AC125634.1	PSEUDOGENE
ENSG00000204172	AGAP10	PROTEIN_CODING
ENSG00000266190	RP11-218F4.2	PSEUDOGENE
ENSG00000150967	ABCB9	PROTEIN_CODING
ENSG00000168061	SAC3D1	PROTEIN_CODING
ENSG00000233145	RP11-364B14.1	LINCRNA
ENSG00000261134	HLA-P	PSEUDOGENE
ENSG00000242134	RPL5P13	PSEUDOGENE
ENSG00000223522	AC093690.1	ANTISENSE
ENSG00000184344	GDF3	PROTEIN_CODING
ENSG00000090581	GNPTG	PROTEIN_CODING
ENSG00000119326	CTNNAL1	PROTEIN_CODING
ENSG00000180257	ZNF816	PROTEIN_CODING
ENSG00000163923	RPL39L	PROTEIN_CODING
ENSG00000134716	CYP2J2	PROTEIN_CODING
ENSG00000207399	U6	SNRNA
ENSG00000226386	RP11-51B10.2	ANTISENSE
ENSG00000214297	ALDOAP2	PSEUDOGENE
ENSG00000228486	AC017099.3	PROCESSED_TRANSCRIPT
ENSG00000248721	AC063976.6	PROCESSED_TRANSCRIPT
ENSG00000162522	KIAA1522	PROTEIN_CODING
ENSG00000261702	RP11-282M16.1	PSEUDOGENE
ENSG00000262614	AC008746.3	ANTISENSE
ENSG00000183496	MEX3B	PROTEIN_CODING
ENSG00000145113	MUC4	PROTEIN_CODING
ENSG00000125734	GPR108	PROTEIN_CODING
ENSG00000233878	AC073133.1	LINCRNA
ENSG00000228115	RP11-165F24.5	SENSE_INTRONIC
ENSG00000240793	UBA52P8	PSEUDOGENE
ENSG00000227474	RP11-295P9.2	PSEUDOGENE
ENSG00000254198	RP11-598P20.3	PSEUDOGENE
ENSG00000265144	MIR548AM	MIRNA
ENSG00000252462	U6	SNRNA
ENSG00000254417	ANO1-AS2	ANTISENSE
ENSG00000186522	SEPT10	PROTEIN_CODING
ENSG00000236153	AC104076.3	ANTISENSE
ENSG00000117036	ETV3	PROTEIN_CODING
ENSG00000255251	RP11-1118M6.1	PROTEIN_CODING
ENSG00000185722	ANKFY1	PROTEIN_CODING
ENSG00000185989	RASA3	PROTEIN_CODING
