entrez_gene_symbol	gene_long_name	category_sources	category
BTN3A1 	butyrophilin, subfamily 3, member A1 	HopkinsGroom	DRUGGABLE GENOME
BTN3A3 	butyrophilin, subfamily 3, member A3 	HopkinsGroom	B30 2 SPRY DOMAIN
BTN3A3 	butyrophilin, subfamily 3, member A3 	HopkinsGroom	DRUGGABLE GENOME
BTNL3 	butyrophilin-like 3 	HopkinsGroom	B30 2 SPRY DOMAIN
BTNL3 	butyrophilin-like 3 	HopkinsGroom	DRUGGABLE GENOME
BTNL8 	butyrophilin-like 8 	HopkinsGroom	B30 2 SPRY DOMAIN
BTNL8 	butyrophilin-like 8 	HopkinsGroom	DRUGGABLE GENOME
BTNL9 	butyrophilin-like 9 	HopkinsGroom	B30 2 SPRY DOMAIN
BTNL9 	butyrophilin-like 9 	HopkinsGroom	DRUGGABLE GENOME
BTRC 	beta-transducin repeat containing E3 ubiquitin protein ligase 	GO	TUMOR SUPPRESSOR
BUB1 	budding uninhibited by benzimidazoles 1 homolog (yeast) 	GO	KINASE
BUB1 	budding uninhibited by benzimidazoles 1 homolog (yeast) 	GO	TUMOR SUPPRESSOR
BUB1 	budding uninhibited by benzimidazoles 1 homolog (yeast) 	GO, dGene	SERINE THREONINE KINASE
BUB1 	budding uninhibited by benzimidazoles 1 homolog (yeast) 	RussLampel	DRUGGABLE GENOME
BUB1B 	budding uninhibited by benzimidazoles 1 homolog beta (yeast) 	GO	KINASE
BUB1B 	budding uninhibited by benzimidazoles 1 homolog beta (yeast) 	GO	TUMOR SUPPRESSOR
BUB1B 	budding uninhibited by benzimidazoles 1 homolog beta (yeast) 	GO, dGene	SERINE THREONINE KINASE
BUB3 	budding uninhibited by benzimidazoles 3 homolog (yeast) 	GO	TUMOR SUPPRESSOR
C10ORF90 	chromosome 10 open reading frame 90 	GO	TUMOR SUPPRESSOR
C11ORF30 	chromosome 11 open reading frame 30 	GO	DNA REPAIR
C11ORF34 	chromosome 11 open reading frame 34 	GO	CELL SURFACE
C11ORF34 	chromosome 11 open reading frame 34 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
C11ORF73 	chromosome 11 open reading frame 73 	GO	TRANSPORTER
C11ORF82 	chromosome 11 open reading frame 82 	GO	TUMOR SUPPRESSOR
C12ORF76 	chromosome 12 open reading frame 76 	GO	ION CHANNEL
C12ORF76 	chromosome 12 open reading frame 76 	GO	TRANSPORTER
C14ORF169 	chromosome 14 open reading frame 169 	GO	HISTONE MODIFICATION
C15ORF38-AP3S2 	C15orf38-AP3S2 readthrough 	GO	TRANSPORTER
C16ORF7 	chromosome 16 open reading frame 7 	GO	TRANSPORTER
C17ORF70 	chromosome 17 open reading frame 70 	GO	DNA REPAIR
C17ORF79 	chromosome 17 open reading frame 79 	GO	HISTONE MODIFICATION
C19ORF40 	chromosome 19 open reading frame 40 	GO	DNA REPAIR
C1ORF27 	chromosome 1 open reading frame 27 	HopkinsGroom	DRUGGABLE GENOME
C1ORF31 	chromosome 1 open reading frame 31 	GO	TRANSPORTER
C1ORF85 	chromosome 1 open reading frame 85 	GO	NUCLEAR HORMONE RECEPTOR
C1ORF86 	chromosome 1 open reading frame 86 	GO	DNA REPAIR
C1QTNF9 	C1q and tumor necrosis factor related protein 9 	GO	HORMONE ACTIVITY
C1R 	complement component 1, r subcomponent 	GO, HopkinsGroom, dGene	PROTEASE
C1R 	complement component 1, r subcomponent 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C1RL 	complement component 1, r subcomponent-like 	GO, HopkinsGroom, dGene	PROTEASE
C1RL 	complement component 1, r subcomponent-like 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C1S 	complement component 1, s subcomponent 	GO, HopkinsGroom, dGene	PROTEASE
C1S 	complement component 1, s subcomponent 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C2 	complement component 2 	GO, HopkinsGroom, dGene	PROTEASE
C2 	complement component 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C2ORF40 	chromosome 2 open reading frame 40 	GO	TUMOR SUPPRESSOR
C2ORF83 	chromosome 2 open reading frame 83 	GO	TRANSPORTER
C3 	complement component 3 	GO, dGene	PROTEASE INHIBITOR
C3AR1 	complement component 3a receptor 1 	GO	PHOSPHOLIPASE
C3AR1 	complement component 3a receptor 1 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
C3AR1 	complement component 3a receptor 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C3P1 	complement component 3 precursor pseudogene 	GO	PROTEASE INHIBITOR
C4A 	complement component 4A (Rodgers blood group) 	GO, dGene	PROTEASE INHIBITOR
C4B 	complement component 4B (Chido blood group) 	GO, dGene	PROTEASE INHIBITOR
C5 	complement component 5 	GO, dGene	PROTEASE INHIBITOR
C5AR1 	complement component 5a receptor 1 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
C5AR1 	complement component 5a receptor 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
C6ORF89 	chromosome 6 open reading frame 89 	GO	TUMOR SUPPRESSOR
C9ORF3 	chromosome 9 open reading frame 3 	GO	NEUTRAL ZINC METALLOPEPTIDASE
C9ORF3 	chromosome 9 open reading frame 3 	GO, dGene	PROTEASE
C9ORF3 	chromosome 9 open reading frame 3 	RussLampel	DRUGGABLE GENOME
C9ORF96 	chromosome 9 open reading frame 96 	GO	KINASE
C9ORF96 	chromosome 9 open reading frame 96 	RussLampel	DRUGGABLE GENOME
C9ORF96 	chromosome 9 open reading frame 96 	dGene	SERINE THREONINE KINASE
CA1 	carbonic anhydrase I 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA10 	carbonic anhydrase X 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA11 	carbonic anhydrase XI 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA12 	carbonic anhydrase XII 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA13 	carbonic anhydrase XIII 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA14 	carbonic anhydrase XIV 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA2 	carbonic anhydrase II 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA3 	carbonic anhydrase III, muscle specific 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA4 	carbonic anhydrase IV 	GO	CELL SURFACE
CA4 	carbonic anhydrase IV 	GO	DRUG RESISTANCE
CA4 	carbonic anhydrase IV 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CA4 	carbonic anhydrase IV 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA5A 	carbonic anhydrase VA, mitochondrial 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA5B 	carbonic anhydrase VB, mitochondrial 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA6 	carbonic anhydrase VI 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA7 	carbonic anhydrase VII 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA8 	carbonic anhydrase VIII 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CA9 	carbonic anhydrase IX 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAB39 	calcium binding protein 39 	GO	KINASE
CAB39 	calcium binding protein 39 	GO	SERINE THREONINE KINASE
CAB39 	calcium binding protein 39 	GO	TUMOR SUPPRESSOR
CAB39L 	calcium binding protein 39-like 	GO	TUMOR SUPPRESSOR
CABLES1 	Cdk5 and Abl enzyme substrate 1 	GO	TUMOR SUPPRESSOR
CABLES2 	Cdk5 and Abl enzyme substrate 2 	GO	TUMOR SUPPRESSOR
CACFD1 	calcium channel flower domain containing 1 	GO	ION CHANNEL
CACFD1 	calcium channel flower domain containing 1 	GO	TRANSPORTER
CACHD1 	cache domain containing 1 	RussLampel	DRUGGABLE GENOME
CACNA1A 	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit 	GO	TRANSPORTER
CACNA1A 	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1A 	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1B 	calcium channel, voltage-dependent, N type, alpha 1B subunit 	GO	TRANSPORTER
CACNA1B 	calcium channel, voltage-dependent, N type, alpha 1B subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1B 	calcium channel, voltage-dependent, N type, alpha 1B subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1C 	calcium channel, voltage-dependent, L type, alpha 1C subunit 	GO	TRANSPORTER
CACNA1C 	calcium channel, voltage-dependent, L type, alpha 1C subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1C 	calcium channel, voltage-dependent, L type, alpha 1C subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1D 	calcium channel, voltage-dependent, L type, alpha 1D subunit 	GO	TRANSPORTER
CACNA1D 	calcium channel, voltage-dependent, L type, alpha 1D subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1D 	calcium channel, voltage-dependent, L type, alpha 1D subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1E 	calcium channel, voltage-dependent, R type, alpha 1E subunit 	GO	TRANSPORTER
CACNA1E 	calcium channel, voltage-dependent, R type, alpha 1E subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1E 	calcium channel, voltage-dependent, R type, alpha 1E subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1F 	calcium channel, voltage-dependent, L type, alpha 1F subunit 	GO	TRANSPORTER
CACNA1F 	calcium channel, voltage-dependent, L type, alpha 1F subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1F 	calcium channel, voltage-dependent, L type, alpha 1F subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1G 	calcium channel, voltage-dependent, T type, alpha 1G subunit 	GO	TRANSPORTER
CACNA1G 	calcium channel, voltage-dependent, T type, alpha 1G subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1G 	calcium channel, voltage-dependent, T type, alpha 1G subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1H 	calcium channel, voltage-dependent, T type, alpha 1H subunit 	GO	TRANSPORTER
CACNA1H 	calcium channel, voltage-dependent, T type, alpha 1H subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1H 	calcium channel, voltage-dependent, T type, alpha 1H subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1I 	calcium channel, voltage-dependent, T type, alpha 1I subunit 	GO	TRANSPORTER
CACNA1I 	calcium channel, voltage-dependent, T type, alpha 1I subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1I 	calcium channel, voltage-dependent, T type, alpha 1I subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA1S 	calcium channel, voltage-dependent, L type, alpha 1S subunit 	GO	TRANSPORTER
CACNA1S 	calcium channel, voltage-dependent, L type, alpha 1S subunit 	GO, HopkinsGroom	ION CHANNEL
CACNA1S 	calcium channel, voltage-dependent, L type, alpha 1S subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CACNA2D1 	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	GO	ION CHANNEL
CACNA2D1 	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	GO	TRANSPORTER
CACNA2D1 	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	RussLampel	DRUGGABLE GENOME
CACNA2D2 	calcium channel, voltage-dependent, alpha 2/delta subunit 2 	GO	ION CHANNEL
CACNA2D2 	calcium channel, voltage-dependent, alpha 2/delta subunit 2 	GO	TRANSPORTER
CACNA2D2 	calcium channel, voltage-dependent, alpha 2/delta subunit 2 	RussLampel	DRUGGABLE GENOME
CACNA2D3 	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	GO	ION CHANNEL
CACNA2D3 	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	GO	TRANSPORTER
CACNA2D3 	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	RussLampel	DRUGGABLE GENOME
CACNA2D4 	calcium channel, voltage-dependent, alpha 2/delta subunit 4 	GO	ION CHANNEL
CACNA2D4 	calcium channel, voltage-dependent, alpha 2/delta subunit 4 	GO	TRANSPORTER
CACNA2D4 	calcium channel, voltage-dependent, alpha 2/delta subunit 4 	RussLampel	DRUGGABLE GENOME
CACNB1 	calcium channel, voltage-dependent, beta 1 subunit 	GO	ION CHANNEL
CACNB1 	calcium channel, voltage-dependent, beta 1 subunit 	GO	TRANSPORTER
CACNB2 	calcium channel, voltage-dependent, beta 2 subunit 	GO	ION CHANNEL
CACNB2 	calcium channel, voltage-dependent, beta 2 subunit 	GO	TRANSPORTER
CACNB3 	calcium channel, voltage-dependent, beta 3 subunit 	GO	ION CHANNEL
CACNB3 	calcium channel, voltage-dependent, beta 3 subunit 	GO	TRANSPORTER
CACNB4 	calcium channel, voltage-dependent, beta 4 subunit 	GO	ION CHANNEL
CACNB4 	calcium channel, voltage-dependent, beta 4 subunit 	GO	TRANSPORTER
CACNG1 	calcium channel, voltage-dependent, gamma subunit 1 	GO	ION CHANNEL
CACNG1 	calcium channel, voltage-dependent, gamma subunit 1 	GO	TRANSPORTER
CACNG2 	calcium channel, voltage-dependent, gamma subunit 2 	GO	ION CHANNEL
CACNG2 	calcium channel, voltage-dependent, gamma subunit 2 	GO	TRANSPORTER
CACNG3 	calcium channel, voltage-dependent, gamma subunit 3 	GO	ION CHANNEL
CACNG3 	calcium channel, voltage-dependent, gamma subunit 3 	GO	TRANSPORTER
CACNG4 	calcium channel, voltage-dependent, gamma subunit 4 	GO	ION CHANNEL
CACNG4 	calcium channel, voltage-dependent, gamma subunit 4 	GO	TRANSPORTER
CACNG5 	calcium channel, voltage-dependent, gamma subunit 5 	GO	ION CHANNEL
CACNG5 	calcium channel, voltage-dependent, gamma subunit 5 	GO	TRANSPORTER
CACNG6 	calcium channel, voltage-dependent, gamma subunit 6 	GO	ION CHANNEL
CACNG6 	calcium channel, voltage-dependent, gamma subunit 6 	GO	TRANSPORTER
CACNG7 	calcium channel, voltage-dependent, gamma subunit 7 	GO	ION CHANNEL
CACNG7 	calcium channel, voltage-dependent, gamma subunit 7 	GO	TRANSPORTER
CACNG8 	calcium channel, voltage-dependent, gamma subunit 8 	GO	ION CHANNEL
CACNG8 	calcium channel, voltage-dependent, gamma subunit 8 	GO	TRANSPORTER
CAD 	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase 	GO	DRUG METABOLISM
CAD 	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase 	GO	KINASE
CAD 	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CALCA 	calcitonin-related polypeptide alpha 	GO	HORMONE ACTIVITY
CALCB 	calcitonin-related polypeptide beta 	GO	HORMONE ACTIVITY
CALCR 	calcitonin receptor 	GO	TRANSPORTER
CALCR 	calcitonin receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
CALCR 	calcitonin receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CALCRL 	calcitonin receptor-like 	GO	TRANSPORTER
CALCRL 	calcitonin receptor-like 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
CALCRL 	calcitonin receptor-like 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CALHM1 	calcium homeostasis modulator 1 	GO	ION CHANNEL
CALHM1 	calcium homeostasis modulator 1 	GO	TRANSPORTER
CALM2 	calmodulin 2 (phosphorylase kinase, delta) 	GO	KINASE
CALR 	calreticulin 	GO	CELL SURFACE
CALR 	calreticulin 	GO	DRUG RESISTANCE
CALR 	calreticulin 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CALR 	calreticulin 	GO	TUMOR SUPPRESSOR
CAMK1 	calcium/calmodulin-dependent protein kinase I 	GO, HopkinsGroom	KINASE
CAMK1 	calcium/calmodulin-dependent protein kinase I 	GO, dGene	SERINE THREONINE KINASE
CAMK1 	calcium/calmodulin-dependent protein kinase I 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK1D 	calcium/calmodulin-dependent protein kinase ID 	GO, HopkinsGroom	KINASE
CAMK1D 	calcium/calmodulin-dependent protein kinase ID 	GO, dGene	SERINE THREONINE KINASE
CAMK1D 	calcium/calmodulin-dependent protein kinase ID 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK1G 	calcium/calmodulin-dependent protein kinase IG 	GO, HopkinsGroom	KINASE
CAMK1G 	calcium/calmodulin-dependent protein kinase IG 	GO, dGene	SERINE THREONINE KINASE
CAMK1G 	calcium/calmodulin-dependent protein kinase IG 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK2A 	calcium/calmodulin-dependent protein kinase II alpha 	GO, HopkinsGroom	KINASE
CAMK2A 	calcium/calmodulin-dependent protein kinase II alpha 	GO, dGene	SERINE THREONINE KINASE
CAMK2A 	calcium/calmodulin-dependent protein kinase II alpha 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK2B 	calcium/calmodulin-dependent protein kinase II beta 	GO	TUMOR SUPPRESSOR
CAMK2B 	calcium/calmodulin-dependent protein kinase II beta 	GO, HopkinsGroom	KINASE
CAMK2B 	calcium/calmodulin-dependent protein kinase II beta 	GO, dGene	SERINE THREONINE KINASE
CAMK2B 	calcium/calmodulin-dependent protein kinase II beta 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK2D 	calcium/calmodulin-dependent protein kinase II delta 	GO, HopkinsGroom	KINASE
CAMK2D 	calcium/calmodulin-dependent protein kinase II delta 	GO, dGene	SERINE THREONINE KINASE
CAMK2D 	calcium/calmodulin-dependent protein kinase II delta 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK2G 	calcium/calmodulin-dependent protein kinase II gamma 	GO	PROTEIN PHOSPHATASE
CAMK2G 	calcium/calmodulin-dependent protein kinase II gamma 	GO, HopkinsGroom	KINASE
CAMK2G 	calcium/calmodulin-dependent protein kinase II gamma 	GO, dGene	SERINE THREONINE KINASE
CAMK2G 	calcium/calmodulin-dependent protein kinase II gamma 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMK4 	calcium/calmodulin-dependent protein kinase IV 	GO, HopkinsGroom	KINASE
CAMK4 	calcium/calmodulin-dependent protein kinase IV 	GO, dGene	SERINE THREONINE KINASE
CAMK4 	calcium/calmodulin-dependent protein kinase IV 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMKK1 	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	GO, HopkinsGroom	KINASE
CAMKK1 	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	GO, dGene	SERINE THREONINE KINASE
CAMKK1 	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMKK2 	calcium/calmodulin-dependent protein kinase kinase 2, beta 	GO	TYROSINE KINASE
CAMKK2 	calcium/calmodulin-dependent protein kinase kinase 2, beta 	GO, HopkinsGroom	KINASE
CAMKK2 	calcium/calmodulin-dependent protein kinase kinase 2, beta 	GO, dGene	SERINE THREONINE KINASE
CAMKK2 	calcium/calmodulin-dependent protein kinase kinase 2, beta 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMKV 	CaM kinase-like vesicle-associated 	GO, HopkinsGroom	KINASE
CAMKV 	CaM kinase-like vesicle-associated 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAMKV 	CaM kinase-like vesicle-associated 	dGene	SERINE THREONINE KINASE
CAMTA2 	calmodulin binding transcription activator 2 	GO	TRANSCRIPTION FACTOR BINDING
CAND1 	cullin-associated and neddylation-dissociated 1 	GO	TRANSCRIPTION FACTOR BINDING
CAND2 	cullin-associated and neddylation-dissociated 2 (putative) 	GO	TRANSCRIPTION FACTOR BINDING
CAPN1 	calpain 1, (mu/I) large subunit 	GO, HopkinsGroom, dGene	PROTEASE
CAPN1 	calpain 1, (mu/I) large subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN10 	calpain 10 	GO, HopkinsGroom, dGene	PROTEASE
CAPN10 	calpain 10 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN11 	calpain 11 	GO, HopkinsGroom, dGene	PROTEASE
CAPN11 	calpain 11 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN12 	calpain 12 	GO, HopkinsGroom, dGene	PROTEASE
CAPN12 	calpain 12 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN13 	calpain 13 	GO, dGene	PROTEASE
CAPN13 	calpain 13 	RussLampel	DRUGGABLE GENOME
CAPN14 	calpain 14 	GO, HopkinsGroom, dGene	PROTEASE
CAPN14 	calpain 14 	HopkinsGroom	DRUGGABLE GENOME
CAPN2 	calpain 2, (m/II) large subunit 	GO, HopkinsGroom, dGene	PROTEASE
CAPN2 	calpain 2, (m/II) large subunit 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN3 	calpain 3, (p94) 	GO, HopkinsGroom, dGene	PROTEASE
CAPN3 	calpain 3, (p94) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN5 	calpain 5 	GO, HopkinsGroom, dGene	PROTEASE
CAPN5 	calpain 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPN6 	calpain 6 	GO, dGene	PROTEASE
CAPN6 	calpain 6 	RussLampel	DRUGGABLE GENOME
CAPN7 	calpain 7 	GO, dGene	PROTEASE
CAPN7 	calpain 7 	RussLampel	DRUGGABLE GENOME
CAPN8 	calpain 8 	GO, HopkinsGroom, dGene	PROTEASE
CAPN8 	calpain 8 	HopkinsGroom	DRUGGABLE GENOME
CAPN9 	calpain 9 	GO, HopkinsGroom, dGene	PROTEASE
CAPN9 	calpain 9 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CAPNS1 	calpain, small subunit 1 	GO	PROTEASE
CARD11 	caspase recruitment domain family, member 11 	GO	KINASE
CARD16 	caspase recruitment domain family, member 16 	GO, dGene	PROTEASE INHIBITOR
CARD17 	caspase recruitment domain family, member 17 	GO, HopkinsGroom	PROTEASE
CARD17 	caspase recruitment domain family, member 17 	GO, dGene	PROTEASE INHIBITOR
CARD17 	caspase recruitment domain family, member 17 	HopkinsGroom	DRUGGABLE GENOME
CARD18 	caspase recruitment domain family, member 18 	GO, dGene	PROTEASE INHIBITOR
CARD8 	caspase recruitment domain family, member 8 	dGene	PROTEASE INHIBITOR
CARD9 	caspase recruitment domain family, member 9 	GO	DRUG RESISTANCE
CARM1 	coactivator-associated arginine methyltransferase 1 	GO	HISTONE MODIFICATION
CASC5 	cancer susceptibility candidate 5 	GO	TUMOR SUPPRESSOR
CASK 	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	GO, HopkinsGroom	KINASE
CASK 	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	GO, dGene	SERINE THREONINE KINASE
CASK 	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP1 	caspase 1, apoptosis-related cysteine peptidase 	GO	DRUG RESISTANCE
CASP1 	caspase 1, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP1 	caspase 1, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP10 	caspase 10, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP10 	caspase 10, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP12 	caspase 12 (gene/pseudogene) 	GO, HopkinsGroom, dGene	PROTEASE
CASP12 	caspase 12 (gene/pseudogene) 	HopkinsGroom	DRUGGABLE GENOME
CASP14 	caspase 14, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP14 	caspase 14, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP16 	caspase 16, apoptosis-related cysteine peptidase (putative) 	GO, dGene	PROTEASE
CASP2 	caspase 2, apoptosis-related cysteine peptidase 	GO	TUMOR SUPPRESSOR
CASP2 	caspase 2, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP2 	caspase 2, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP3 	caspase 3, apoptosis-related cysteine peptidase 	GO	TUMOR SUPPRESSOR
CASP3 	caspase 3, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP3 	caspase 3, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP4 	caspase 4, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP4 	caspase 4, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP5 	caspase 5, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP5 	caspase 5, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP6 	caspase 6, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP6 	caspase 6, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP7 	caspase 7, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP7 	caspase 7, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP8 	caspase 8, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP8 	caspase 8, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASP9 	caspase 9, apoptosis-related cysteine peptidase 	GO, HopkinsGroom, dGene	PROTEASE
CASP9 	caspase 9, apoptosis-related cysteine peptidase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASR 	calcium-sensing receptor 	GO	PHOSPHOLIPASE
CASR 	calcium-sensing receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
CASR 	calcium-sensing receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CASS4 	Cas scaffolding protein family member 4 	GO	KINASE
CAST 	calpastatin 	GO, dGene	PROTEASE INHIBITOR
CATSPER1 	cation channel, sperm associated 1 	GO	TRANSPORTER
CATSPER1 	cation channel, sperm associated 1 	GO, HopkinsGroom	ION CHANNEL
CATSPER1 	cation channel, sperm associated 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CATSPER2 	cation channel, sperm associated 2 	GO	TRANSPORTER
CATSPER2 	cation channel, sperm associated 2 	GO, HopkinsGroom	ION CHANNEL
CATSPER2 	cation channel, sperm associated 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
CATSPER3 	cation channel, sperm associated 3 	GO	TRANSPORTER
CATSPER3 	cation channel, sperm associated 3 	GO, HopkinsGroom	ION CHANNEL
